"dining_usg_dt","booking_window_range","park_area_nm","nb_dining_gst"
"2016-04-06","40+","Destination","186"
"2016-04-06","40+","Disney Springs","2385"
"2016-04-06","40+","Disney's Animal Kingdom Theme Park","2877"
"2016-04-06","40+","Disney's Animal Kingdom Theme Park Resort Area","906"
"2016-04-06","40+","Disney's BoardWalk","98"
"2016-04-06","40+","Disney's Hollywood Studios","4928"
"2016-04-06","40+","Downtown Disney Resort Area","159"
"2016-04-06","40+","Epcot","7303"
"2016-04-06","40+","Epcot Resort Area","1323"
"2016-04-06","40+","Magic Kingdom Park","9352"
"2016-04-06","40+","Magic Kingdom Resort Area","8632"
"2016-04-07","40+","Destination","252"
"2016-04-07","40+","Disney Springs","2268"
"2016-04-07","40+","Disney's Animal Kingdom Theme Park","3128"
"2016-04-07","40+","Disney's Animal Kingdom Theme Park Resort Area","828"
"2016-04-07","40+","Disney's BoardWalk","147"
"2016-04-07","40+","Disney's Hollywood Studios","4495"
"2016-04-07","40+","Downtown Disney Resort Area","149"
"2016-04-07","40+","Epcot","6755"
"2016-04-07","40+","Epcot Resort Area","1262"
"2016-04-07","40+","Magic Kingdom Park","8392"
"2016-04-07","40+","Magic Kingdom Resort Area","8803"
"2016-04-08","40+","Destination","218"
"2016-04-08","40+","Disney Springs","2045"
"2016-04-08","40+","Disney's Animal Kingdom Theme Park","2426"
"2016-04-08","40+","Disney's Animal Kingdom Theme Park Resort Area","769"
"2016-04-08","40+","Disney's BoardWalk","146"
"2016-04-08","40+","Disney's Hollywood Studios","4476"
"2016-04-08","40+","Downtown Disney Resort Area","119"
"2016-04-08","40+","Epcot","5578"
"2016-04-08","40+","Epcot Resort Area","1194"
"2016-04-08","40+","Four Seasons Resort Orlando at Walt Disney World Resort","3"
"2016-04-08","40+","Magic Kingdom Park","8086"
"2016-04-08","40+","Magic Kingdom Resort Area","7996"
"2016-04-09","40+","Destination","323"
"2016-04-09","40+","Disney Springs","2239"
"2016-04-09","40+","Disney's Animal Kingdom Theme Park","2211"
"2016-04-09","40+","Disney's Animal Kingdom Theme Park Resort Area","837"
"2016-04-09","40+","Disney's BoardWalk","123"
"2016-04-09","40+","Disney's Hollywood Studios","3418"
"2016-04-09","40+","Downtown Disney Resort Area","152"
"2016-04-09","40+","Epcot","5280"
"2016-04-09","40+","Epcot Resort Area","1250"
"2016-04-09","40+","Magic Kingdom Park","7306"
"2016-04-09","40+","Magic Kingdom Resort Area","8492"
"2016-04-10","40+","Destination","197"
"2016-04-10","40+","Disney Springs","2010"
"2016-04-10","40+","Disney's Animal Kingdom Theme Park","2032"
"2016-04-10","40+","Disney's Animal Kingdom Theme Park Resort Area","947"
"2016-04-10","40+","Disney's BoardWalk","129"
"2016-04-10","40+","Disney's Hollywood Studios","4368"
"2016-04-10","40+","Downtown Disney Resort Area","127"
"2016-04-10","40+","Epcot","5433"
"2016-04-10","40+","Epcot Resort Area","1209"
"2016-04-10","40+","Magic Kingdom Park","8093"
"2016-04-10","40+","Magic Kingdom Resort Area","7831"
"2016-04-11","40+","Destination","184"
"2016-04-11","40+","Disney Springs","1697"
"2016-04-11","40+","Disney's Animal Kingdom Theme Park","2365"
"2016-04-11","40+","Disney's Animal Kingdom Theme Park Resort Area","845"
"2016-04-11","40+","Disney's BoardWalk","165"
"2016-04-11","40+","Disney's Hollywood Studios","4614"
"2016-04-11","40+","Downtown Disney Resort Area","113"
"2016-04-11","40+","Epcot","5948"
"2016-04-11","40+","Epcot Resort Area","1079"
"2016-04-11","40+","Magic Kingdom Park","8441"
"2016-04-11","40+","Magic Kingdom Resort Area","7338"
"2016-04-12","40+","Destination","144"
"2016-04-12","40+","Disney Springs","1601"
"2016-04-12","40+","Disney's Animal Kingdom Theme Park","1997"
"2016-04-12","40+","Disney's Animal Kingdom Theme Park Resort Area","609"
"2016-04-12","40+","Disney's BoardWalk","138"
"2016-04-12","40+","Disney's Hollywood Studios","4151"
"2016-04-12","40+","Downtown Disney Resort Area","89"
"2016-04-12","40+","Epcot","6626"
"2016-04-12","40+","Epcot Resort Area","1029"
"2016-04-12","40+","Magic Kingdom Park","8040"
"2016-04-12","40+","Magic Kingdom Resort Area","8470"
"2016-04-13","40+","Destination","174"
"2016-04-13","40+","Disney Springs","1933"
"2016-04-13","40+","Disney's Animal Kingdom Theme Park","2036"
"2016-04-13","40+","Disney's Animal Kingdom Theme Park Resort Area","736"
"2016-04-13","40+","Disney's BoardWalk","100"
"2016-04-13","40+","Disney's Hollywood Studios","4004"
"2016-04-13","40+","Downtown Disney Resort Area","101"
"2016-04-13","40+","Epcot","6169"
"2016-04-13","40+","Epcot Resort Area","1153"
"2016-04-13","40+","Magic Kingdom Park","7769"
"2016-04-13","40+","Magic Kingdom Resort Area","7796"
"2016-04-14","40+","Destination","185"
"2016-04-14","40+","Disney Springs","2301"
"2016-04-14","40+","Disney's Animal Kingdom Theme Park","2349"
"2016-04-14","40+","Disney's Animal Kingdom Theme Park Resort Area","872"
"2016-04-14","40+","Disney's BoardWalk","149"
"2016-04-14","40+","Disney's Hollywood Studios","3950"
"2016-04-14","40+","Downtown Disney Resort Area","85"
"2016-04-14","40+","Epcot","6063"
"2016-04-14","40+","Epcot Resort Area","1072"
"2016-04-14","40+","Four Seasons Resort Orlando at Walt Disney World Resort","4"
"2016-04-14","40+","Magic Kingdom Park","7755"
"2016-04-14","40+","Magic Kingdom Resort Area","8122"
"2016-04-15","40+","Destination","247"
"2016-04-15","40+","Disney Springs","2505"
"2016-04-15","40+","Disney's Animal Kingdom Theme Park","2216"
"2016-04-15","40+","Disney's Animal Kingdom Theme Park Resort Area","1092"
"2016-04-15","40+","Disney's BoardWalk","243"
"2016-04-15","40+","Disney's Hollywood Studios","4541"
"2016-04-15","40+","Downtown Disney Resort Area","133"
"2016-04-15","40+","Epcot","6596"
"2016-04-15","40+","Epcot Resort Area","1140"
"2016-04-15","40+","Four Seasons Resort Orlando at Walt Disney World Resort","3"
"2016-04-15","40+","Magic Kingdom Park","7946"
"2016-04-15","40+","Magic Kingdom Resort Area","8313"
"2016-04-16","40+","Destination","494"
"2016-04-16","40+","Disney Springs","2944"
"2016-04-16","40+","Disney's Animal Kingdom Theme Park","2246"
"2016-04-16","40+","Disney's Animal Kingdom Theme Park Resort Area","1109"
"2016-04-16","40+","Disney's BoardWalk","343"
"2016-04-16","40+","Disney's Hollywood Studios","4007"
"2016-04-16","40+","Downtown Disney Resort Area","188"
"2016-04-16","40+","Epcot","6676"
"2016-04-16","40+","Epcot Resort Area","1704"
"2016-04-16","40+","Four Seasons Resort Orlando at Walt Disney World Resort","13"
"2016-04-16","40+","Magic Kingdom Park","8068"
"2016-04-16","40+","Magic Kingdom Resort Area","8975"
"2016-04-17","40+","Destination","297"
"2016-04-17","40+","Disney Springs","2712"
"2016-04-17","40+","Disney's Animal Kingdom Theme Park","2406"
"2016-04-17","40+","Disney's Animal Kingdom Theme Park Resort Area","1286"
"2016-04-17","40+","Disney's BoardWalk","239"
"2016-04-17","40+","Disney's Hollywood Studios","4775"
"2016-04-17","40+","Downtown Disney Resort Area","141"
"2016-04-17","40+","Epcot","6968"
"2016-04-17","40+","Epcot Resort Area","1545"
"2016-04-17","40+","Magic Kingdom Park","8917"
"2016-04-17","40+","Magic Kingdom Resort Area","8619"
"2016-04-18","40+","Destination","285"
"2016-04-18","40+","Disney Springs","1789"
"2016-04-18","40+","Disney's Animal Kingdom Theme Park","3126"
"2016-04-18","40+","Disney's Animal Kingdom Theme Park Resort Area","1122"
"2016-04-18","40+","Disney's BoardWalk","155"
"2016-04-18","40+","Disney's Hollywood Studios","4867"
"2016-04-18","40+","Downtown Disney Resort Area","115"
"2016-04-18","40+","Epcot","6914"
"2016-04-18","40+","Epcot Resort Area","1359"
"2016-04-18","40+","Magic Kingdom Park","9141"
"2016-04-18","40+","Magic Kingdom Resort Area","7998"
"2016-04-19","40+","Destination","201"
"2016-04-19","40+","Disney Springs","1870"
"2016-04-19","40+","Disney's Animal Kingdom Theme Park","2363"
"2016-04-19","40+","Disney's Animal Kingdom Theme Park Resort Area","909"
"2016-04-19","40+","Disney's BoardWalk","124"
"2016-04-19","40+","Disney's Hollywood Studios","4607"
"2016-04-19","40+","Downtown Disney Resort Area","113"
"2016-04-19","40+","Epcot","7755"
"2016-04-19","40+","Epcot Resort Area","1166"
"2016-04-19","40+","Magic Kingdom Park","8520"
"2016-04-19","40+","Magic Kingdom Resort Area","8952"
"2016-04-20","40+","Destination","170"
"2016-04-20","40+","Disney Springs","2066"
"2016-04-20","40+","Disney's Animal Kingdom Theme Park","2331"
"2016-04-20","40+","Disney's Animal Kingdom Theme Park Resort Area","833"
"2016-04-20","40+","Disney's BoardWalk","92"
"2016-04-20","40+","Disney's Hollywood Studios","4642"
"2016-04-20","40+","Downtown Disney Resort Area","100"
"2016-04-20","40+","Epcot","7070"
"2016-04-20","40+","Epcot Resort Area","1354"
"2016-04-20","40+","Magic Kingdom Park","8547"
"2016-04-20","40+","Magic Kingdom Resort Area","8687"
"2016-04-21","40+","Destination","185"
"2016-04-21","40+","Disney Springs","2290"
"2016-04-21","40+","Disney's Animal Kingdom Theme Park","2449"
"2016-04-21","40+","Disney's Animal Kingdom Theme Park Resort Area","861"
"2016-04-21","40+","Disney's BoardWalk","139"
"2016-04-21","40+","Disney's Hollywood Studios","4521"
"2016-04-21","40+","Downtown Disney Resort Area","108"
"2016-04-21","40+","Epcot","6680"
"2016-04-21","40+","Epcot Resort Area","1292"
"2016-04-21","40+","Four Seasons Resort Orlando at Walt Disney World Resort","45"
"2016-04-21","40+","Magic Kingdom Park","8347"
"2016-04-21","40+","Magic Kingdom Resort Area","8464"
"2016-04-22","40+","Destination","162"
"2016-04-22","40+","Disney Springs","2091"
"2016-04-22","40+","Disney's Animal Kingdom Theme Park","2472"
"2016-04-22","40+","Disney's Animal Kingdom Theme Park Resort Area","919"
"2016-04-22","40+","Disney's BoardWalk","143"
"2016-04-22","40+","Disney's Hollywood Studios","4698"
"2016-04-22","40+","Downtown Disney Resort Area","84"
"2016-04-22","40+","Epcot","5878"
"2016-04-22","40+","Epcot Resort Area","1418"
"2016-04-22","40+","Magic Kingdom Park","8075"
"2016-04-22","40+","Magic Kingdom Resort Area","8448"
"2016-04-23","40+","Destination","365"
"2016-04-23","40+","Disney Springs","2273"
"2016-04-23","40+","Disney's Animal Kingdom Theme Park","2463"
"2016-04-23","40+","Disney's Animal Kingdom Theme Park Resort Area","982"
"2016-04-23","40+","Disney's BoardWalk","156"
"2016-04-23","40+","Disney's Hollywood Studios","4347"
"2016-04-23","40+","Downtown Disney Resort Area","163"
"2016-04-23","40+","Epcot","5742"
"2016-04-23","40+","Epcot Resort Area","1526"
"2016-04-23","40+","Four Seasons Resort Orlando at Walt Disney World Resort","43"
"2016-04-23","40+","Magic Kingdom Park","7791"
"2016-04-23","40+","Magic Kingdom Resort Area","8876"
"2016-04-24","40+","Destination","231"
"2016-04-24","40+","Disney Springs","2578"
"2016-04-24","40+","Disney's Animal Kingdom Theme Park","2462"
"2016-04-24","40+","Disney's Animal Kingdom Theme Park Resort Area","1116"
"2016-04-24","40+","Disney's BoardWalk","221"
"2016-04-24","40+","Disney's Hollywood Studios","4669"
"2016-04-24","40+","Downtown Disney Resort Area","199"
"2016-04-24","40+","Epcot","6145"
"2016-04-24","40+","Epcot Resort Area","1463"
"2016-04-24","40+","Four Seasons Resort Orlando at Walt Disney World Resort","11"
"2016-04-24","40+","Magic Kingdom Park","9203"
"2016-04-24","40+","Magic Kingdom Resort Area","8490"
"2016-04-25","40+","Destination","249"
"2016-04-25","40+","Disney Springs","2499"
"2016-04-25","40+","Disney's Animal Kingdom Theme Park","3280"
"2016-04-25","40+","Disney's Animal Kingdom Theme Park Resort Area","1014"
"2016-04-25","40+","Disney's BoardWalk","100"
"2016-04-25","40+","Disney's Hollywood Studios","5560"
"2016-04-25","40+","Downtown Disney Resort Area","145"
"2016-04-25","40+","Epcot","7039"
"2016-04-25","40+","Epcot Resort Area","1400"
"2016-04-25","40+","Four Seasons Resort Orlando at Walt Disney World Resort","10"
"2016-04-25","40+","Magic Kingdom Park","9066"
"2016-04-25","40+","Magic Kingdom Resort Area","8150"
"2016-04-26","40+","Destination","205"
"2016-04-26","40+","Disney Springs","2014"
"2016-04-26","40+","Disney's Animal Kingdom Theme Park","2811"
"2016-04-26","40+","Disney's Animal Kingdom Theme Park Resort Area","778"
"2016-04-26","40+","Disney's BoardWalk","139"
"2016-04-26","40+","Disney's Hollywood Studios","4900"
"2016-04-26","40+","Downtown Disney Resort Area","130"
"2016-04-26","40+","Epcot","8047"
"2016-04-26","40+","Epcot Resort Area","1296"
"2016-04-26","40+","Four Seasons Resort Orlando at Walt Disney World Resort","8"
"2016-04-26","40+","Magic Kingdom Park","8646"
"2016-04-26","40+","Magic Kingdom Resort Area","8975"
"2016-04-27","40+","Destination","137"
"2016-04-27","40+","Disney Springs","2279"
"2016-04-27","40+","Disney's Animal Kingdom Theme Park","2696"
"2016-04-27","40+","Disney's Animal Kingdom Theme Park Resort Area","888"
"2016-04-27","40+","Disney's BoardWalk","84"
"2016-04-27","40+","Disney's Hollywood Studios","4438"
"2016-04-27","40+","Downtown Disney Resort Area","143"
"2016-04-27","40+","Epcot","6590"
"2016-04-27","40+","Epcot Resort Area","1268"
"2016-04-27","40+","Four Seasons Resort Orlando at Walt Disney World Resort","3"
"2016-04-27","40+","Magic Kingdom Park","8320"
"2016-04-27","40+","Magic Kingdom Resort Area","8577"
"2016-04-28","40+","Destination","204"
"2016-04-28","40+","Disney Springs","1868"
"2016-04-28","40+","Disney's Animal Kingdom Theme Park","2552"
"2016-04-28","40+","Disney's Animal Kingdom Theme Park Resort Area","847"
"2016-04-28","40+","Disney's BoardWalk","181"
"2016-04-28","40+","Disney's Hollywood Studios","4327"
"2016-04-28","40+","Downtown Disney Resort Area","115"
"2016-04-28","40+","Epcot","5955"
"2016-04-28","40+","Epcot Resort Area","1104"
"2016-04-28","40+","Four Seasons Resort Orlando at Walt Disney World Resort","49"
"2016-04-28","40+","Magic Kingdom Park","7941"
"2016-04-28","40+","Magic Kingdom Resort Area","8238"
"2016-04-29","40+","Destination","150"
"2016-04-29","40+","Disney Springs","2012"
"2016-04-29","40+","Disney's Animal Kingdom Theme Park","2082"
"2016-04-29","40+","Disney's Animal Kingdom Theme Park Resort Area","720"
"2016-04-29","40+","Disney's BoardWalk","76"
"2016-04-29","40+","Disney's Hollywood Studios","4444"
"2016-04-29","40+","Downtown Disney Resort Area","91"
"2016-04-29","40+","Epcot","5306"
"2016-04-29","40+","Epcot Resort Area","1024"
"2016-04-29","40+","Magic Kingdom Park","7404"
"2016-04-29","40+","Magic Kingdom Resort Area","7878"
"2016-04-30","40+","Destination","334"
"2016-04-30","40+","Disney Springs","2222"
"2016-04-30","40+","Disney's Animal Kingdom Theme Park","1864"
"2016-04-30","40+","Disney's Animal Kingdom Theme Park Resort Area","710"
"2016-04-30","40+","Disney's BoardWalk","117"
"2016-04-30","40+","Disney's Hollywood Studios","3492"
"2016-04-30","40+","Downtown Disney Resort Area","103"
"2016-04-30","40+","Epcot","4839"
"2016-04-30","40+","Epcot Resort Area","1182"
"2016-04-30","40+","Four Seasons Resort Orlando at Walt Disney World Resort","58"
"2016-04-30","40+","Magic Kingdom Park","7049"
"2016-04-30","40+","Magic Kingdom Resort Area","8143"
"2016-05-01","40+","Destination","220"
"2016-05-01","40+","Disney Springs","2073"
"2016-05-01","40+","Disney's Animal Kingdom Theme Park","1941"
"2016-05-01","40+","Disney's Animal Kingdom Theme Park Resort Area","752"
"2016-05-01","40+","Disney's BoardWalk","114"
"2016-05-01","40+","Disney's Hollywood Studios","4023"
"2016-05-01","40+","Downtown Disney Resort Area","139"
"2016-05-01","40+","Epcot","4798"
"2016-05-01","40+","Epcot Resort Area","1121"
"2016-05-01","40+","Four Seasons Resort Orlando at Walt Disney World Resort","4"
"2016-05-01","40+","Magic Kingdom Park","8315"
"2016-05-01","40+","Magic Kingdom Resort Area","7775"
"2016-05-02","40+","Destination","178"
"2016-05-02","40+","Disney Springs","1760"
"2016-05-02","40+","Disney's Animal Kingdom Theme Park","2897"
"2016-05-02","40+","Disney's Animal Kingdom Theme Park Resort Area","767"
"2016-05-02","40+","Disney's BoardWalk","129"
"2016-05-02","40+","Disney's Hollywood Studios","4415"
"2016-05-02","40+","Downtown Disney Resort Area","81"
"2016-05-02","40+","Epcot","5712"
"2016-05-02","40+","Epcot Resort Area","1160"
"2016-05-02","40+","Four Seasons Resort Orlando at Walt Disney World Resort","4"
"2016-05-02","40+","Magic Kingdom Park","8650"
"2016-05-02","40+","Magic Kingdom Resort Area","7478"
"2016-05-03","40+","Destination","157"
"2016-05-03","40+","Disney Springs","1653"
"2016-05-03","40+","Disney's Animal Kingdom Theme Park","2342"
"2016-05-03","40+","Disney's Animal Kingdom Theme Park Resort Area","725"
"2016-05-03","40+","Disney's BoardWalk","99"
"2016-05-03","40+","Disney's Hollywood Studios","4359"
"2016-05-03","40+","Downtown Disney Resort Area","91"
"2016-05-03","40+","Epcot","6909"
"2016-05-03","40+","Epcot Resort Area","1041"
"2016-05-03","40+","Magic Kingdom Park","8111"
"2016-05-03","40+","Magic Kingdom Resort Area","8139"
"2016-05-04","40+","Destination","190"
"2016-05-04","40+","Disney Springs","1732"
"2016-05-04","40+","Disney's Animal Kingdom Theme Park","1770"
"2016-05-04","40+","Disney's Animal Kingdom Theme Park Resort Area","736"
"2016-05-04","40+","Disney's BoardWalk","108"
"2016-05-04","40+","Disney's Hollywood Studios","4268"
"2016-05-04","40+","Downtown Disney Resort Area","78"
"2016-05-04","40+","Epcot","5556"
"2016-05-04","40+","Epcot Resort Area","1037"
"2016-05-04","40+","Four Seasons Resort Orlando at Walt Disney World Resort","4"
"2016-05-04","40+","Magic Kingdom Park","7560"
"2016-05-04","40+","Magic Kingdom Resort Area","7917"
"2016-05-05","40+","Destination","172"
"2016-05-05","40+","Disney Springs","1738"
"2016-05-05","40+","Disney's Animal Kingdom Theme Park","2377"
"2016-05-05","40+","Disney's Animal Kingdom Theme Park Resort Area","760"
"2016-05-05","40+","Disney's BoardWalk","84"
"2016-05-05","40+","Disney's Hollywood Studios","4469"
"2016-05-05","40+","Downtown Disney Resort Area","116"
"2016-05-05","40+","Epcot","6579"
"2016-05-05","40+","Epcot Resort Area","1041"
"2016-05-05","40+","Four Seasons Resort Orlando at Walt Disney World Resort","44"
"2016-05-05","40+","Magic Kingdom Park","7981"
"2016-05-05","40+","Magic Kingdom Resort Area","8055"
"2016-05-06","40+","Destination","157"
"2016-05-06","40+","Disney Springs","1791"
"2016-05-06","40+","Disney's Animal Kingdom Theme Park","2306"
"2016-05-06","40+","Disney's Animal Kingdom Theme Park Resort Area","686"
"2016-05-06","40+","Disney's BoardWalk","119"
"2016-05-06","40+","Disney's Hollywood Studios","4730"
"2016-05-06","40+","Downtown Disney Resort Area","107"
"2016-05-06","40+","Epcot","5425"
"2016-05-06","40+","Epcot Resort Area","1306"
"2016-05-06","40+","Four Seasons Resort Orlando at Walt Disney World Resort","4"
"2016-05-06","40+","Magic Kingdom Park","7500"
"2016-05-06","40+","Magic Kingdom Resort Area","7816"
"2016-05-07","40+","Destination","231"
"2016-05-07","40+","Disney Springs","2313"
"2016-05-07","40+","Disney's Animal Kingdom Theme Park","2378"
"2016-05-07","40+","Disney's Animal Kingdom Theme Park Resort Area","881"
"2016-05-07","40+","Disney's BoardWalk","63"
"2016-05-07","40+","Disney's Hollywood Studios","3897"
"2016-05-07","40+","Downtown Disney Resort Area","137"
"2016-05-07","40+","Epcot","5052"
"2016-05-07","40+","Epcot Resort Area","1397"
"2016-05-07","40+","Four Seasons Resort Orlando at Walt Disney World Resort","32"
"2016-05-07","40+","Magic Kingdom Park","7469"
"2016-05-07","40+","Magic Kingdom Resort Area","8717"
"2016-05-08","40+","Destination","370"
"2016-05-08","40+","Disney Springs","2502"
"2016-05-08","40+","Disney's Animal Kingdom Theme Park","2149"
"2016-05-08","40+","Disney's Animal Kingdom Theme Park Resort Area","1149"
"2016-05-08","40+","Disney's BoardWalk","154"
"2016-05-08","40+","Disney's Hollywood Studios","4179"
"2016-05-08","40+","Downtown Disney Resort Area","152"
"2016-05-08","40+","Epcot","5770"
"2016-05-08","40+","Epcot Resort Area","1562"
"2016-05-08","40+","Four Seasons Resort Orlando at Walt Disney World Resort","4"
"2016-05-08","40+","Magic Kingdom Park","8770"
"2016-05-08","40+","Magic Kingdom Resort Area","9344"
"2016-05-09","40+","Destination","186"
"2016-05-09","40+","Disney Springs","1712"
"2016-05-09","40+","Disney's Animal Kingdom Theme Park","2452"
"2016-05-09","40+","Disney's Animal Kingdom Theme Park Resort Area","699"
"2016-05-09","40+","Disney's BoardWalk","75"
"2016-05-09","40+","Disney's Hollywood Studios","4461"
"2016-05-09","40+","Downtown Disney Resort Area","60"
"2016-05-09","40+","Epcot","7195"
"2016-05-09","40+","Epcot Resort Area","1022"
"2016-05-09","40+","Magic Kingdom Park","8275"
"2016-05-09","40+","Magic Kingdom Resort Area","7419"
"2016-05-10","40+","Destination","125"
"2016-05-10","40+","Disney Springs","1801"
"2016-05-10","40+","Disney's Animal Kingdom Theme Park","2395"
"2016-05-10","40+","Disney's Animal Kingdom Theme Park Resort Area","701"
"2016-05-10","40+","Disney's BoardWalk","64"
"2016-05-10","40+","Disney's Hollywood Studios","4444"
"2016-05-10","40+","Downtown Disney Resort Area","108"
"2016-05-10","40+","Epcot","5507"
"2016-05-10","40+","Epcot Resort Area","988"
"2016-05-10","40+","Magic Kingdom Park","7907"
"2016-05-10","40+","Magic Kingdom Resort Area","8110"
"2016-05-11","40+","Destination","128"
"2016-05-11","40+","Disney Springs","1839"
"2016-05-11","40+","Disney's Animal Kingdom Theme Park","2166"
"2016-05-11","40+","Disney's Animal Kingdom Theme Park Resort Area","718"
"2016-05-11","40+","Disney's BoardWalk","52"
"2016-05-11","40+","Disney's Hollywood Studios","4086"
"2016-05-11","40+","Downtown Disney Resort Area","81"
"2016-05-11","40+","Epcot","5646"
"2016-05-11","40+","Epcot Resort Area","1013"
"2016-05-11","40+","Magic Kingdom Park","8231"
"2016-05-11","40+","Magic Kingdom Resort Area","7484"
"2016-05-12","40+","Destination","156"
"2016-05-12","40+","Disney Springs","1754"
"2016-05-12","40+","Disney's Animal Kingdom Theme Park","2199"
"2016-05-12","40+","Disney's Animal Kingdom Theme Park Resort Area","754"
"2016-05-12","40+","Disney's BoardWalk","49"
"2016-05-12","40+","Disney's Hollywood Studios","3750"
"2016-05-12","40+","Downtown Disney Resort Area","97"
"2016-05-12","40+","Epcot","5979"
"2016-05-12","40+","Epcot Resort Area","950"
"2016-05-12","40+","Four Seasons Resort Orlando at Walt Disney World Resort","48"
"2016-05-12","40+","Magic Kingdom Park","7690"
"2016-05-12","40+","Magic Kingdom Resort Area","7621"
"2016-05-13","40+","Destination","201"
"2016-05-13","40+","Disney Springs","1957"
"2016-05-13","40+","Disney's Animal Kingdom Theme Park","1628"
"2016-05-13","40+","Disney's Animal Kingdom Theme Park Resort Area","606"
"2016-05-13","40+","Disney's BoardWalk","58"
"2016-05-13","40+","Disney's Hollywood Studios","4675"
"2016-05-13","40+","Downtown Disney Resort Area","86"
"2016-05-13","40+","Epcot","4978"
"2016-05-13","40+","Epcot Resort Area","1002"
"2016-05-13","40+","Magic Kingdom Park","7357"
"2016-05-13","40+","Magic Kingdom Resort Area","7595"
"2016-05-14","40+","Destination","195"
"2016-05-14","40+","Disney Springs","2203"
"2016-05-14","40+","Disney's Animal Kingdom Theme Park","2115"
"2016-05-14","40+","Disney's Animal Kingdom Theme Park Resort Area","890"
"2016-05-14","40+","Disney's BoardWalk","152"
"2016-05-14","40+","Disney's Hollywood Studios","3553"
"2016-05-14","40+","Downtown Disney Resort Area","135"
"2016-05-14","40+","Epcot","5118"
"2016-05-14","40+","Epcot Resort Area","1200"
"2016-05-14","40+","Four Seasons Resort Orlando at Walt Disney World Resort","32"
"2016-05-14","40+","Magic Kingdom Park","6955"
"2016-05-14","40+","Magic Kingdom Resort Area","7762"
"2016-05-15","40+","Destination","215"
"2016-05-15","40+","Disney Springs","2110"
"2016-05-15","40+","Disney's Animal Kingdom Theme Park","1944"
"2016-05-15","40+","Disney's Animal Kingdom Theme Park Resort Area","855"
"2016-05-15","40+","Disney's BoardWalk","156"
"2016-05-15","40+","Disney's Hollywood Studios","4262"
"2016-05-15","40+","Downtown Disney Resort Area","114"
"2016-05-15","40+","Epcot","5138"
"2016-05-15","40+","Epcot Resort Area","1207"
"2016-05-15","40+","Four Seasons Resort Orlando at Walt Disney World Resort","2"
"2016-05-15","40+","Magic Kingdom Park","7552"
"2016-05-15","40+","Magic Kingdom Resort Area","7337"
"2016-05-16","40+","Destination","156"
"2016-05-16","40+","Disney Springs","1841"
"2016-05-16","40+","Disney's Animal Kingdom Theme Park","2854"
"2016-05-16","40+","Disney's Animal Kingdom Theme Park Resort Area","847"
"2016-05-16","40+","Disney's BoardWalk","101"
"2016-05-16","40+","Disney's Hollywood Studios","4630"
"2016-05-16","40+","Downtown Disney Resort Area","98"
"2016-05-16","40+","Epcot","5691"
"2016-05-16","40+","Epcot Resort Area","968"
"2016-05-16","40+","Magic Kingdom Park","8223"
"2016-05-16","40+","Magic Kingdom Resort Area","7159"
"2016-05-17","40+","Destination","132"
"2016-05-17","40+","Disney Springs","1499"
"2016-05-17","40+","Disney's Animal Kingdom Theme Park","2102"
"2016-05-17","40+","Disney's Animal Kingdom Theme Park Resort Area","550"
"2016-05-17","40+","Disney's BoardWalk","103"
"2016-05-17","40+","Disney's Hollywood Studios","4145"
"2016-05-17","40+","Downtown Disney Resort Area","46"
"2016-05-17","40+","Epcot","7378"
"2016-05-17","40+","Epcot Resort Area","883"
"2016-05-17","40+","Magic Kingdom Park","7607"
"2016-05-17","40+","Magic Kingdom Resort Area","7774"
"2016-05-18","40+","Destination","198"
"2016-05-18","40+","Disney Springs","1833"
"2016-05-18","40+","Disney's Animal Kingdom Theme Park","2241"
"2016-05-18","40+","Disney's Animal Kingdom Theme Park Resort Area","658"
"2016-05-18","40+","Disney's BoardWalk","111"
"2016-05-18","40+","Disney's Hollywood Studios","3964"
"2016-05-18","40+","Downtown Disney Resort Area","54"
"2016-05-18","40+","Epcot","5834"
"2016-05-18","40+","Epcot Resort Area","933"
"2016-05-18","40+","Magic Kingdom Park","8220"
"2016-05-18","40+","Magic Kingdom Resort Area","7749"
"2016-05-19","40+","Destination","185"
"2016-05-19","40+","Disney Springs","2067"
"2016-05-19","40+","Disney's Animal Kingdom Theme Park","2328"
"2016-05-19","40+","Disney's Animal Kingdom Theme Park Resort Area","813"
"2016-05-19","40+","Disney's BoardWalk","97"
"2016-05-19","40+","Disney's Hollywood Studios","4076"
"2016-05-19","40+","Downtown Disney Resort Area","103"
"2016-05-19","40+","Epcot","5950"
"2016-05-19","40+","Epcot Resort Area","978"
"2016-05-19","40+","Four Seasons Resort Orlando at Walt Disney World Resort","63"
"2016-05-19","40+","Magic Kingdom Park","7855"
"2016-05-19","40+","Magic Kingdom Resort Area","7810"
"2016-05-20","40+","Destination","219"
"2016-05-20","40+","Disney Springs","2059"
"2016-05-20","40+","Disney's Animal Kingdom Theme Park","2030"
"2016-05-20","40+","Disney's Animal Kingdom Theme Park Resort Area","685"
"2016-05-20","40+","Disney's BoardWalk","99"
"2016-05-20","40+","Disney's Hollywood Studios","5014"
"2016-05-20","40+","Downtown Disney Resort Area","144"
"2016-05-20","40+","Epcot","5668"
"2016-05-20","40+","Epcot Resort Area","1226"
"2016-05-20","40+","Magic Kingdom Park","8086"
"2016-05-20","40+","Magic Kingdom Resort Area","7826"
"2016-05-21","40+","Destination","273"
