"dining_usg_dt","booking_window_range","park_area_nm","nb_dining_gst"
"2015-12-29","30+","Downtown Disney Resort Area","188"
"2015-12-29","30+","Epcot","13049"
"2015-12-29","30+","Epcot Resort Area","2320"
"2015-12-29","30+","Magic Kingdom Park","9803"
"2015-12-29","30+","Magic Kingdom Resort Area","11250"
"2015-12-30","30+","Destination","376"
"2015-12-30","30+","Disney Springs","3461"
"2015-12-30","30+","Disney's Animal Kingdom Theme Park","3714"
"2015-12-30","30+","Disney's Animal Kingdom Theme Park Resort Area","1478"
"2015-12-30","30+","Disney's BoardWalk","435"
"2015-12-30","30+","Disney's Hollywood Studios","6679"
"2015-12-30","30+","Downtown Disney Resort Area","171"
"2015-12-30","30+","Epcot","10880"
"2015-12-30","30+","Epcot Resort Area","2113"
"2015-12-30","30+","Magic Kingdom Park","10005"
"2015-12-30","30+","Magic Kingdom Resort Area","11553"
"2015-12-31","30+","Destination","790"
"2015-12-31","30+","Disney Springs","4897"
"2015-12-31","30+","Disney's Animal Kingdom Theme Park","2919"
"2015-12-31","30+","Disney's Animal Kingdom Theme Park Resort Area","1534"
"2015-12-31","30+","Disney's BoardWalk","879"
"2015-12-31","30+","Disney's Hollywood Studios","7603"
"2015-12-31","30+","Downtown Disney Resort Area","333"
"2015-12-31","30+","Epcot","18748"
"2015-12-31","30+","Epcot Resort Area","2732"
"2015-12-31","30+","Magic Kingdom Park","10519"
"2015-12-31","30+","Magic Kingdom Resort Area","11190"
"2016-01-01","30+","Destination","312"
"2016-01-01","30+","Disney Springs","3049"
"2016-01-01","30+","Disney's Animal Kingdom Theme Park","2811"
"2016-01-01","30+","Disney's Animal Kingdom Theme Park Resort Area","1067"
"2016-01-01","30+","Disney's BoardWalk","384"
"2016-01-01","30+","Disney's Hollywood Studios","6456"
"2016-01-01","30+","Downtown Disney Resort Area","96"
"2016-01-01","30+","Epcot","8537"
"2016-01-01","30+","Epcot Resort Area","1848"
"2016-01-01","30+","Magic Kingdom Park","8388"
"2016-01-01","30+","Magic Kingdom Resort Area","9461"
"2016-01-02","30+","Destination","327"
"2016-01-02","30+","Disney Springs","2003"
"2016-01-02","30+","Disney's Animal Kingdom Theme Park","2256"
"2016-01-02","30+","Disney's Animal Kingdom Theme Park Resort Area","924"
"2016-01-02","30+","Disney's BoardWalk","259"
"2016-01-02","30+","Disney's Hollywood Studios","5585"
"2016-01-02","30+","Downtown Disney Resort Area","124"
"2016-01-02","30+","Epcot","5269"
"2016-01-02","30+","Epcot Resort Area","1362"
"2016-01-02","30+","Magic Kingdom Park","8336"
"2016-01-02","30+","Magic Kingdom Resort Area","7931"
"2016-01-03","30+","Destination","176"
"2016-01-03","30+","Disney Springs","1586"
"2016-01-03","30+","Disney's Animal Kingdom Theme Park","1684"
"2016-01-03","30+","Disney's Animal Kingdom Theme Park Resort Area","687"
"2016-01-03","30+","Disney's BoardWalk","210"
"2016-01-03","30+","Disney's Hollywood Studios","5049"
"2016-01-03","30+","Downtown Disney Resort Area","65"
"2016-01-03","30+","Epcot","5583"
"2016-01-03","30+","Epcot Resort Area","960"
"2016-01-03","30+","Magic Kingdom Park","7349"
"2016-01-03","30+","Magic Kingdom Resort Area","7013"
"2016-01-04","30+","Destination","167"
"2016-01-04","30+","Disney Springs","1382"
"2016-01-04","30+","Disney's Animal Kingdom Theme Park","2386"
"2016-01-04","30+","Disney's Animal Kingdom Theme Park Resort Area","807"
"2016-01-04","30+","Disney's BoardWalk","150"
"2016-01-04","30+","Disney's Hollywood Studios","3787"
"2016-01-04","30+","Downtown Disney Resort Area","54"
"2016-01-04","30+","Epcot","5452"
"2016-01-04","30+","Epcot Resort Area","877"
"2016-01-04","30+","Magic Kingdom Park","8645"
"2016-01-04","30+","Magic Kingdom Resort Area","7020"
"2016-01-05","30+","Destination","89"
"2016-01-05","30+","Disney Springs","1224"
"2016-01-05","30+","Disney's Animal Kingdom Theme Park","1902"
"2016-01-05","30+","Disney's Animal Kingdom Theme Park Resort Area","529"
"2016-01-05","30+","Disney's BoardWalk","155"
"2016-01-05","30+","Disney's Hollywood Studios","3411"
"2016-01-05","30+","Downtown Disney Resort Area","53"
"2016-01-05","30+","Epcot","7502"
"2016-01-05","30+","Epcot Resort Area","776"
"2016-01-05","30+","Magic Kingdom Park","7739"
"2016-01-05","30+","Magic Kingdom Resort Area","6718"
"2016-01-06","30+","Destination","146"
"2016-01-06","30+","Disney Springs","1610"
"2016-01-06","30+","Disney's Animal Kingdom Theme Park","1633"
"2016-01-06","30+","Disney's Animal Kingdom Theme Park Resort Area","768"
"2016-01-06","30+","Disney's BoardWalk","249"
"2016-01-06","30+","Disney's Hollywood Studios","3190"
"2016-01-06","30+","Downtown Disney Resort Area","48"
"2016-01-06","30+","Epcot","5542"
"2016-01-06","30+","Epcot Resort Area","890"
"2016-01-06","30+","Four Seasons Resort Orlando at Walt Disney World Resort","3"
"2016-01-06","30+","Magic Kingdom Park","7524"
"2016-01-06","30+","Magic Kingdom Resort Area","6910"
"2016-01-07","30+","Destination","194"
"2016-01-07","30+","Disney Springs","1902"
"2016-01-07","30+","Disney's Animal Kingdom Theme Park","1608"
"2016-01-07","30+","Disney's Animal Kingdom Theme Park Resort Area","847"
"2016-01-07","30+","Disney's BoardWalk","330"
"2016-01-07","30+","Disney's Hollywood Studios","2827"
"2016-01-07","30+","Downtown Disney Resort Area","71"
"2016-01-07","30+","Epcot","6519"
"2016-01-07","30+","Epcot Resort Area","869"
"2016-01-07","30+","Four Seasons Resort Orlando at Walt Disney World Resort","32"
"2016-01-07","30+","Magic Kingdom Park","7103"
"2016-01-07","30+","Magic Kingdom Resort Area","7111"
"2016-01-08","30+","Destination","285"
"2016-01-08","30+","Disney Springs","2113"
"2016-01-08","30+","Disney's Animal Kingdom Theme Park","1606"
"2016-01-08","30+","Disney's Animal Kingdom Theme Park Resort Area","916"
"2016-01-08","30+","Disney's BoardWalk","427"
"2016-01-08","30+","Disney's Hollywood Studios","4640"
"2016-01-08","30+","Downtown Disney Resort Area","79"
"2016-01-08","30+","Epcot","5124"
"2016-01-08","30+","Epcot Resort Area","1080"
"2016-01-08","30+","Four Seasons Resort Orlando at Walt Disney World Resort","3"
"2016-01-08","30+","Magic Kingdom Park","7072"
"2016-01-08","30+","Magic Kingdom Resort Area","6712"
"2016-01-09","30+","Destination","280"
"2016-01-09","30+","Disney Springs","2481"
"2016-01-09","30+","Disney's Animal Kingdom Theme Park","1625"
"2016-01-09","30+","Disney's Animal Kingdom Theme Park Resort Area","1021"
"2016-01-09","30+","Disney's BoardWalk","466"
"2016-01-09","30+","Disney's Hollywood Studios","2630"
"2016-01-09","30+","Downtown Disney Resort Area","102"
"2016-01-09","30+","Epcot","5253"
"2016-01-09","30+","Epcot Resort Area","1206"
"2016-01-09","30+","Four Seasons Resort Orlando at Walt Disney World Resort","37"
"2016-01-09","30+","Magic Kingdom Park","7008"
"2016-01-09","30+","Magic Kingdom Resort Area","7319"
"2016-01-10","30+","Destination","294"
"2016-01-10","30+","Disney Springs","2285"
"2016-01-10","30+","Disney's Animal Kingdom Theme Park","1227"
"2016-01-10","30+","Disney's Animal Kingdom Theme Park Resort Area","1003"
"2016-01-10","30+","Disney's BoardWalk","293"
"2016-01-10","30+","Disney's Hollywood Studios","2993"
"2016-01-10","30+","Downtown Disney Resort Area","112"
"2016-01-10","30+","Epcot","5448"
"2016-01-10","30+","Epcot Resort Area","1219"
"2016-01-10","30+","Magic Kingdom Park","6164"
"2016-01-10","30+","Magic Kingdom Resort Area","6657"
"2016-01-11","30+","Destination","158"
"2016-01-11","30+","Disney Springs","1297"
"2016-01-11","30+","Disney's Animal Kingdom Theme Park","1849"
"2016-01-11","30+","Disney's Animal Kingdom Theme Park Resort Area","930"
"2016-01-11","30+","Disney's BoardWalk","146"
"2016-01-11","30+","Disney's Hollywood Studios","3584"
"2016-01-11","30+","Downtown Disney Resort Area","65"
"2016-01-11","30+","Epcot","4666"
"2016-01-11","30+","Epcot Resort Area","751"
"2016-01-11","30+","Magic Kingdom Park","6921"
"2016-01-11","30+","Magic Kingdom Resort Area","6304"
"2016-01-12","30+","Destination","92"
"2016-01-12","30+","Disney Springs","937"
"2016-01-12","30+","Disney's Animal Kingdom Theme Park","1194"
"2016-01-12","30+","Disney's Animal Kingdom Theme Park Resort Area","525"
"2016-01-12","30+","Disney's BoardWalk","136"
"2016-01-12","30+","Disney's Hollywood Studios","2844"
"2016-01-12","30+","Downtown Disney Resort Area","42"
"2016-01-12","30+","Epcot","6206"
"2016-01-12","30+","Epcot Resort Area","664"
"2016-01-12","30+","Magic Kingdom Park","6864"
"2016-01-12","30+","Magic Kingdom Resort Area","5519"
"2016-01-13","30+","Destination","92"
"2016-01-13","30+","Disney Springs","1175"
"2016-01-13","30+","Disney's Animal Kingdom Theme Park","1310"
"2016-01-13","30+","Disney's Animal Kingdom Theme Park Resort Area","587"
"2016-01-13","30+","Disney's BoardWalk","107"
"2016-01-13","30+","Disney's Hollywood Studios","2529"
"2016-01-13","30+","Downtown Disney Resort Area","124"
"2016-01-13","30+","Epcot","4291"
"2016-01-13","30+","Epcot Resort Area","508"
"2016-01-13","30+","Four Seasons Resort Orlando at Walt Disney World Resort","3"
"2016-01-13","30+","Magic Kingdom Park","7041"
"2016-01-13","30+","Magic Kingdom Resort Area","5405"
"2016-01-14","30+","Destination","124"
"2016-01-14","30+","Disney Springs","1372"
"2016-01-14","30+","Disney's Animal Kingdom Theme Park","1317"
"2016-01-14","30+","Disney's Animal Kingdom Theme Park Resort Area","537"
"2016-01-14","30+","Disney's BoardWalk","132"
"2016-01-14","30+","Disney's Hollywood Studios","3115"
"2016-01-14","30+","Downtown Disney Resort Area","81"
"2016-01-14","30+","Epcot","5134"
"2016-01-14","30+","Epcot Resort Area","720"
"2016-01-14","30+","Four Seasons Resort Orlando at Walt Disney World Resort","19"
"2016-01-14","30+","Magic Kingdom Park","6553"
"2016-01-14","30+","Magic Kingdom Resort Area","5678"
"2016-01-15","30+","Destination","146"
"2016-01-15","30+","Disney Springs","1451"
"2016-01-15","30+","Disney's Animal Kingdom Theme Park","1349"
"2016-01-15","30+","Disney's Animal Kingdom Theme Park Resort Area","623"
"2016-01-15","30+","Disney's BoardWalk","224"
"2016-01-15","30+","Disney's Hollywood Studios","3309"
"2016-01-15","30+","Downtown Disney Resort Area","116"
"2016-01-15","30+","Epcot","4200"
"2016-01-15","30+","Epcot Resort Area","892"
"2016-01-15","30+","Magic Kingdom Park","7054"
"2016-01-15","30+","Magic Kingdom Resort Area","6339"
"2016-01-16","30+","Destination","197"
"2016-01-16","30+","Disney Springs","1484"
"2016-01-16","30+","Disney's Animal Kingdom Theme Park","2161"
"2016-01-16","30+","Disney's Animal Kingdom Theme Park Resort Area","687"
"2016-01-16","30+","Disney's BoardWalk","177"
"2016-01-16","30+","Disney's Hollywood Studios","3420"
"2016-01-16","30+","Downtown Disney Resort Area","128"
"2016-01-16","30+","Epcot","4977"
"2016-01-16","30+","Epcot Resort Area","986"
"2016-01-16","30+","Four Seasons Resort Orlando at Walt Disney World Resort","25"
"2016-01-16","30+","Magic Kingdom Park","6915"
"2016-01-16","30+","Magic Kingdom Resort Area","7098"
"2016-01-17","30+","Destination","159"
"2016-01-17","30+","Disney Springs","1484"
"2016-01-17","30+","Disney's Animal Kingdom Theme Park","1848"
"2016-01-17","30+","Disney's Animal Kingdom Theme Park Resort Area","765"
"2016-01-17","30+","Disney's BoardWalk","207"
"2016-01-17","30+","Disney's Hollywood Studios","4060"
"2016-01-17","30+","Downtown Disney Resort Area","93"
"2016-01-17","30+","Epcot","4883"
"2016-01-17","30+","Epcot Resort Area","911"
"2016-01-17","30+","Magic Kingdom Park","7350"
"2016-01-17","30+","Magic Kingdom Resort Area","6724"
"2016-01-18","30+","Destination","111"
"2016-01-18","30+","Disney Springs","1370"
"2016-01-18","30+","Disney's Animal Kingdom Theme Park","2385"
"2016-01-18","30+","Disney's Animal Kingdom Theme Park Resort Area","608"
"2016-01-18","30+","Disney's BoardWalk","191"
"2016-01-18","30+","Disney's Hollywood Studios","3452"
"2016-01-18","30+","Downtown Disney Resort Area","120"
"2016-01-18","30+","Epcot","4585"
"2016-01-18","30+","Epcot Resort Area","820"
"2016-01-18","30+","Magic Kingdom Park","7086"
"2016-01-18","30+","Magic Kingdom Resort Area","6047"
"2016-01-19","30+","Destination","85"
"2016-01-19","30+","Disney Springs","1066"
"2016-01-19","30+","Disney's Animal Kingdom Theme Park","1519"
"2016-01-19","30+","Disney's Animal Kingdom Theme Park Resort Area","547"
"2016-01-19","30+","Disney's BoardWalk","101"
"2016-01-19","30+","Disney's Hollywood Studios","2654"
"2016-01-19","30+","Downtown Disney Resort Area","22"
"2016-01-19","30+","Epcot","5808"
"2016-01-19","30+","Epcot Resort Area","584"
"2016-01-19","30+","Four Seasons Resort Orlando at Walt Disney World Resort","2"
"2016-01-19","30+","Magic Kingdom Park","7066"
"2016-01-19","30+","Magic Kingdom Resort Area","5375"
"2016-01-20","30+","Destination","105"
"2016-01-20","30+","Disney Springs","1112"
"2016-01-20","30+","Disney's Animal Kingdom Theme Park","1266"
"2016-01-20","30+","Disney's Animal Kingdom Theme Park Resort Area","435"
"2016-01-20","30+","Disney's BoardWalk","150"
"2016-01-20","30+","Disney's Hollywood Studios","3061"
"2016-01-20","30+","Downtown Disney Resort Area","44"
"2016-01-20","30+","Epcot","4274"
"2016-01-20","30+","Epcot Resort Area","588"
"2016-01-20","30+","Magic Kingdom Park","6937"
"2016-01-20","30+","Magic Kingdom Resort Area","5643"
"2016-01-21","30+","Destination","88"
"2016-01-21","30+","Disney Springs","1193"
"2016-01-21","30+","Disney's Animal Kingdom Theme Park","1565"
"2016-01-21","30+","Disney's Animal Kingdom Theme Park Resort Area","456"
"2016-01-21","30+","Disney's BoardWalk","120"
"2016-01-21","30+","Disney's Hollywood Studios","3050"
"2016-01-21","30+","Downtown Disney Resort Area","83"
"2016-01-21","30+","Epcot","5035"
"2016-01-21","30+","Epcot Resort Area","689"
"2016-01-21","30+","Four Seasons Resort Orlando at Walt Disney World Resort","40"
"2016-01-21","30+","Magic Kingdom Park","6408"
"2016-01-21","30+","Magic Kingdom Resort Area","5813"
"2016-01-22","30+","Destination","67"
"2016-01-22","30+","Disney Springs","1161"
"2016-01-22","30+","Disney's Animal Kingdom Theme Park","1272"
"2016-01-22","30+","Disney's Animal Kingdom Theme Park Resort Area","609"
"2016-01-22","30+","Disney's BoardWalk","138"
"2016-01-22","30+","Disney's Hollywood Studios","3572"
"2016-01-22","30+","Downtown Disney Resort Area","55"
"2016-01-22","30+","Epcot","3868"
"2016-01-22","30+","Epcot Resort Area","768"
"2016-01-22","30+","Four Seasons Resort Orlando at Walt Disney World Resort","4"
"2016-01-22","30+","Magic Kingdom Park","6391"
"2016-01-22","30+","Magic Kingdom Resort Area","5770"
"2016-01-23","30+","Destination","136"
"2016-01-23","30+","Disney Springs","1485"
"2016-01-23","30+","Disney's Animal Kingdom Theme Park","1650"
"2016-01-23","30+","Disney's Animal Kingdom Theme Park Resort Area","608"
"2016-01-23","30+","Disney's BoardWalk","191"
"2016-01-23","30+","Disney's Hollywood Studios","2931"
"2016-01-23","30+","Downtown Disney Resort Area","95"
"2016-01-23","30+","Epcot","4655"
"2016-01-23","30+","Epcot Resort Area","895"
"2016-01-23","30+","Four Seasons Resort Orlando at Walt Disney World Resort","10"
"2016-01-23","30+","Magic Kingdom Park","6891"
"2016-01-23","30+","Magic Kingdom Resort Area","6257"
"2016-01-24","30+","Destination","134"
"2016-01-24","30+","Disney Springs","1224"
"2016-01-24","30+","Disney's Animal Kingdom Theme Park","2048"
"2016-01-24","30+","Disney's Animal Kingdom Theme Park Resort Area","682"
"2016-01-24","30+","Disney's BoardWalk","153"
"2016-01-24","30+","Disney's Hollywood Studios","3211"
"2016-01-24","30+","Downtown Disney Resort Area","71"
"2016-01-24","30+","Epcot","4060"
"2016-01-24","30+","Epcot Resort Area","681"
"2016-01-24","30+","Four Seasons Resort Orlando at Walt Disney World Resort","2"
"2016-01-24","30+","Magic Kingdom Park","7364"
"2016-01-24","30+","Magic Kingdom Resort Area","6328"
"2016-01-25","30+","Destination","149"
"2016-01-25","30+","Disney Springs","1283"
"2016-01-25","30+","Disney's Animal Kingdom Theme Park","2107"
"2016-01-25","30+","Disney's Animal Kingdom Theme Park Resort Area","668"
"2016-01-25","30+","Disney's BoardWalk","185"
"2016-01-25","30+","Disney's Hollywood Studios","4050"
"2016-01-25","30+","Downtown Disney Resort Area","46"
"2016-01-25","30+","Epcot","4900"
"2016-01-25","30+","Epcot Resort Area","763"
"2016-01-25","30+","Magic Kingdom Park","6464"
"2016-01-25","30+","Magic Kingdom Resort Area","5472"
"2016-01-26","30+","Destination","67"
"2016-01-26","30+","Disney Springs","1152"
"2016-01-26","30+","Disney's Animal Kingdom Theme Park","1555"
"2016-01-26","30+","Disney's Animal Kingdom Theme Park Resort Area","521"
"2016-01-26","30+","Disney's BoardWalk","99"
"2016-01-26","30+","Disney's Hollywood Studios","3253"
"2016-01-26","30+","Downtown Disney Resort Area","66"
"2016-01-26","30+","Epcot","6161"
"2016-01-26","30+","Epcot Resort Area","605"
"2016-01-26","30+","Magic Kingdom Park","6835"
"2016-01-26","30+","Magic Kingdom Resort Area","5683"
"2016-01-27","30+","Destination","90"
"2016-01-27","30+","Disney Springs","1194"
"2016-01-27","30+","Disney's Animal Kingdom Theme Park","1226"
"2016-01-27","30+","Disney's Animal Kingdom Theme Park Resort Area","516"
"2016-01-27","30+","Disney's BoardWalk","109"
"2016-01-27","30+","Disney's Hollywood Studios","2938"
"2016-01-27","30+","Downtown Disney Resort Area","60"
"2016-01-27","30+","Epcot","4671"
"2016-01-27","30+","Epcot Resort Area","615"
"2016-01-27","30+","Magic Kingdom Park","6321"
"2016-01-27","30+","Magic Kingdom Resort Area","6165"
"2016-01-28","30+","Destination","125"
"2016-01-28","30+","Disney Springs","1252"
"2016-01-28","30+","Disney's Animal Kingdom Theme Park","1451"
"2016-01-28","30+","Disney's Animal Kingdom Theme Park Resort Area","616"
"2016-01-28","30+","Disney's BoardWalk","231"
"2016-01-28","30+","Disney's Hollywood Studios","3095"
"2016-01-28","30+","Downtown Disney Resort Area","83"
"2016-01-28","30+","Epcot","5044"
"2016-01-28","30+","Epcot Resort Area","801"
"2016-01-28","30+","Four Seasons Resort Orlando at Walt Disney World Resort","23"
"2016-01-28","30+","Magic Kingdom Park","6536"
"2016-01-28","30+","Magic Kingdom Resort Area","6415"
"2016-01-29","30+","Destination","101"
"2016-01-29","30+","Disney Springs","1186"
"2016-01-29","30+","Disney's Animal Kingdom Theme Park","1596"
"2016-01-29","30+","Disney's Animal Kingdom Theme Park Resort Area","559"
"2016-01-29","30+","Disney's BoardWalk","177"
"2016-01-29","30+","Disney's Hollywood Studios","3835"
"2016-01-29","30+","Downtown Disney Resort Area","93"
"2016-01-29","30+","Epcot","4764"
"2016-01-29","30+","Epcot Resort Area","780"
"2016-01-29","30+","Magic Kingdom Park","7623"
"2016-01-29","30+","Magic Kingdom Resort Area","6109"
"2016-01-30","30+","Destination","112"
"2016-01-30","30+","Disney Springs","1746"
"2016-01-30","30+","Disney's Animal Kingdom Theme Park","1845"
"2016-01-30","30+","Disney's Animal Kingdom Theme Park Resort Area","627"
"2016-01-30","30+","Disney's BoardWalk","323"
"2016-01-30","30+","Disney's Hollywood Studios","2888"
"2016-01-30","30+","Downtown Disney Resort Area","94"
"2016-01-30","30+","Epcot","4733"
"2016-01-30","30+","Epcot Resort Area","773"
"2016-01-30","30+","Four Seasons Resort Orlando at Walt Disney World Resort","12"
"2016-01-30","30+","Magic Kingdom Park","6946"
"2016-01-30","30+","Magic Kingdom Resort Area","7263"
"2016-01-31","30+","Destination","125"
"2016-01-31","30+","Disney Springs","1517"
"2016-01-31","30+","Disney's Animal Kingdom Theme Park","1903"
"2016-01-31","30+","Disney's Animal Kingdom Theme Park Resort Area","635"
"2016-01-31","30+","Disney's BoardWalk","280"
"2016-01-31","30+","Disney's Hollywood Studios","3556"
"2016-01-31","30+","Downtown Disney Resort Area","102"
"2016-01-31","30+","Epcot","4519"
"2016-01-31","30+","Epcot Resort Area","819"
"2016-01-31","30+","Four Seasons Resort Orlando at Walt Disney World Resort","3"
"2016-01-31","30+","Magic Kingdom Park","7541"
"2016-01-31","30+","Magic Kingdom Resort Area","6751"
"2016-02-01","30+","Destination","105"
"2016-02-01","30+","Disney Springs","1342"
"2016-02-01","30+","Disney's Animal Kingdom Theme Park","2362"
"2016-02-01","30+","Disney's Animal Kingdom Theme Park Resort Area","675"
"2016-02-01","30+","Disney's BoardWalk","70"
"2016-02-01","30+","Disney's Hollywood Studios","4042"
"2016-02-01","30+","Downtown Disney Resort Area","78"
"2016-02-01","30+","Epcot","5338"
"2016-02-01","30+","Epcot Resort Area","791"
"2016-02-01","30+","Four Seasons Resort Orlando at Walt Disney World Resort","4"
"2016-02-01","30+","Magic Kingdom Park","7896"
"2016-02-01","30+","Magic Kingdom Resort Area","6350"
"2016-02-02","30+","Destination","109"
"2016-02-02","30+","Disney Springs","1254"
"2016-02-02","30+","Disney's Animal Kingdom Theme Park","1823"
"2016-02-02","30+","Disney's Animal Kingdom Theme Park Resort Area","517"
"2016-02-02","30+","Disney's BoardWalk","72"
"2016-02-02","30+","Disney's Hollywood Studios","3642"
"2016-02-02","30+","Downtown Disney Resort Area","80"
"2016-02-02","30+","Epcot","6350"
"2016-02-02","30+","Epcot Resort Area","708"
"2016-02-02","30+","Four Seasons Resort Orlando at Walt Disney World Resort","6"
"2016-02-02","30+","Magic Kingdom Park","7046"
"2016-02-02","30+","Magic Kingdom Resort Area","6595"
"2016-02-03","30+","Destination","99"
"2016-02-03","30+","Disney Springs","1237"
"2016-02-03","30+","Disney's Animal Kingdom Theme Park","1919"
"2016-02-03","30+","Disney's Animal Kingdom Theme Park Resort Area","624"
"2016-02-03","30+","Disney's BoardWalk","62"
"2016-02-03","30+","Disney's Hollywood Studios","3301"
"2016-02-03","30+","Downtown Disney Resort Area","70"
"2016-02-03","30+","Epcot","5295"
"2016-02-03","30+","Epcot Resort Area","851"
"2016-02-03","30+","Magic Kingdom Park","6993"
"2016-02-03","30+","Magic Kingdom Resort Area","6603"
"2016-02-04","30+","Destination","108"
"2016-02-04","30+","Disney Springs","1555"
"2016-02-04","30+","Disney's Animal Kingdom Theme Park","1755"
"2016-02-04","30+","Disney's Animal Kingdom Theme Park Resort Area","644"
"2016-02-04","30+","Disney's BoardWalk","59"
"2016-02-04","30+","Disney's Hollywood Studios","3307"
"2016-02-04","30+","Downtown Disney Resort Area","78"
"2016-02-04","30+","Epcot","4917"
"2016-02-04","30+","Epcot Resort Area","819"
"2016-02-04","30+","Four Seasons Resort Orlando at Walt Disney World Resort","28"
"2016-02-04","30+","Magic Kingdom Park","6706"
"2016-02-04","30+","Magic Kingdom Resort Area","6656"
"2016-02-05","30+","Destination","233"
"2016-02-05","30+","Disney Springs","1597"
"2016-02-05","30+","Disney's Animal Kingdom Theme Park","2027"
"2016-02-05","30+","Disney's Animal Kingdom Theme Park Resort Area","686"
"2016-02-05","30+","Disney's BoardWalk","56"
"2016-02-05","30+","Disney's Hollywood Studios","3960"
"2016-02-05","30+","Downtown Disney Resort Area","56"
"2016-02-05","30+","Epcot","4998"
"2016-02-05","30+","Epcot Resort Area","877"
"2016-02-05","30+","Magic Kingdom Park","7742"
"2016-02-05","30+","Magic Kingdom Resort Area","6985"
"2016-02-06","30+","Destination","216"
"2016-02-06","30+","Disney Springs","1850"
"2016-02-06","30+","Disney's Animal Kingdom Theme Park","2027"
"2016-02-06","30+","Disney's Animal Kingdom Theme Park Resort Area","677"
"2016-02-06","30+","Disney's BoardWalk","84"
"2016-02-06","30+","Disney's Hollywood Studios","3389"
"2016-02-06","30+","Downtown Disney Resort Area","77"
"2016-02-06","30+","Epcot","4674"
"2016-02-06","30+","Epcot Resort Area","1048"
"2016-02-06","30+","Four Seasons Resort Orlando at Walt Disney World Resort","35"
"2016-02-06","30+","Magic Kingdom Park","7073"
"2016-02-06","30+","Magic Kingdom Resort Area","7900"
"2016-02-07","30+","Destination","144"
"2016-02-07","30+","Disney Springs","1788"
"2016-02-07","30+","Disney's Animal Kingdom Theme Park","1966"
"2016-02-07","30+","Disney's Animal Kingdom Theme Park Resort Area","531"
"2016-02-07","30+","Disney's BoardWalk","264"
"2016-02-07","30+","Disney's Hollywood Studios","4178"
"2016-02-07","30+","Downtown Disney Resort Area","27"
"2016-02-07","30+","Epcot","4884"
"2016-02-07","30+","Epcot Resort Area","805"
"2016-02-07","30+","Four Seasons Resort Orlando at Walt Disney World Resort","7"
"2016-02-07","30+","Magic Kingdom Park","7658"
"2016-02-07","30+","Magic Kingdom Resort Area","7725"
"2016-02-08","30+","Destination","145"
"2016-02-08","30+","Disney Springs","1415"
"2016-02-08","30+","Disney's Animal Kingdom Theme Park","3026"
"2016-02-08","30+","Disney's Animal Kingdom Theme Park Resort Area","689"
"2016-02-08","30+","Disney's BoardWalk","78"
"2016-02-08","30+","Disney's Hollywood Studios","4649"
"2016-02-08","30+","Downtown Disney Resort Area","64"
"2016-02-08","30+","Epcot","6141"
"2016-02-08","30+","Epcot Resort Area","943"
"2016-02-08","30+","Four Seasons Resort Orlando at Walt Disney World Resort","6"
"2016-02-08","30+","Magic Kingdom Park","8624"
"2016-02-08","30+","Magic Kingdom Resort Area","7787"
"2016-02-09","30+","Destination","97"
"2016-02-09","30+","Disney Springs","1533"
"2016-02-09","30+","Disney's Animal Kingdom Theme Park","2259"
"2016-02-09","30+","Disney's Animal Kingdom Theme Park Resort Area","545"
"2016-02-09","30+","Disney's BoardWalk","99"
"2016-02-09","30+","Disney's Hollywood Studios","4135"
"2016-02-09","30+","Downtown Disney Resort Area","67"
"2016-02-09","30+","Epcot","7863"
"2016-02-09","30+","Epcot Resort Area","824"
"2016-02-09","30+","Magic Kingdom Park","8009"
"2016-02-09","30+","Magic Kingdom Resort Area","7705"
"2016-02-10","30+","Destination","125"
"2016-02-10","30+","Disney Springs","1521"
"2016-02-10","30+","Disney's Animal Kingdom Theme Park","2100"
"2016-02-10","30+","Disney's Animal Kingdom Theme Park Resort Area","599"
"2016-02-10","30+","Disney's BoardWalk","97"
"2016-02-10","30+","Disney's Hollywood Studios","4309"
"2016-02-10","30+","Downtown Disney Resort Area","74"
"2016-02-10","30+","Epcot","5894"
"2016-02-10","30+","Epcot Resort Area","979"
"2016-02-10","30+","Magic Kingdom Park","8385"
"2016-02-10","30+","Magic Kingdom Resort Area","7515"
"2016-02-11","30+","Destination","193"
"2016-02-11","30+","Disney Springs","1677"
"2016-02-11","30+","Disney's Animal Kingdom Theme Park","2307"
"2016-02-11","30+","Disney's Animal Kingdom Theme Park Resort Area","609"
"2016-02-11","30+","Disney's BoardWalk","95"
"2016-02-11","30+","Disney's Hollywood Studios","4225"
"2016-02-11","30+","Downtown Disney Resort Area","132"
"2016-02-11","30+","Epcot","6147"
"2016-02-11","30+","Epcot Resort Area","1004"
"2016-02-11","30+","Four Seasons Resort Orlando at Walt Disney World Resort","40"
"2016-02-11","30+","Magic Kingdom Park","8650"
"2016-02-11","30+","Magic Kingdom Resort Area","8069"
"2016-02-12","30+","Destination","179"
"2016-02-12","30+","Disney Springs","1890"
"2016-02-12","30+","Disney's Animal Kingdom Theme Park","2205"
"2016-02-12","30+","Disney's Animal Kingdom Theme Park Resort Area","661"
"2016-02-12","30+","Disney's BoardWalk","112"
"2016-02-12","30+","Disney's Hollywood Studios","5282"
"2016-02-12","30+","Downtown Disney Resort Area","77"
"2016-02-12","30+","Epcot","5902"
"2016-02-12","30+","Epcot Resort Area","1264"
