"arvl_dt","booking_window_range","rm_nt_cn","gst_cn","gst_cn_2","delta_tkt_cn"
"2016-05-27","40+","20443","72041","17244","0"
"2016-05-28","40+","26022","91584","18447","0"
"2016-05-29","40+","23562","83283","16248","0"
"2016-05-30","40+","20890","72536","15076","0"
"2016-05-31","40+","16059","53884","10795","0"
"2016-06-01","40+","19221","62784","12445","0"
"2016-06-02","40+","14788","50494","10578","0"
"2016-06-03","40+","18699","65028","14174","0"
"2016-06-04","40+","33365","115975","20842","0"
"2016-06-05","40+","33631","117000","22265","0"
"2016-06-06","40+","24186","82630","17011","0"
"2016-06-07","40+","15911","54888","10702","0"
"2016-06-08","40+","14797","49987","10309","0"
"2016-06-09","40+","12950","44654","9784","0"
"2016-06-10","40+","17990","62733","13344","0"
"2016-06-11","40+","30537","108522","19818","0"
"2016-06-12","40+","30421","106604","20751","0"
"2016-06-13","40+","19388","67050","14091","0"
"2016-06-14","40+","15475","50397","10157","0"
"2016-06-15","40+","14997","50049","10459","0"
"2016-06-16","40+","13329","46522","9837","0"
"2016-06-17","40+","16641","58130","12682","0"
"2016-06-18","40+","29483","104503","18720","0"
"2016-06-19","40+","27252","96979","18999","0"
"2016-06-20","40+","21085","73670","15196","0"
"2016-06-21","40+","16993","57830","11185","0"
"2016-06-22","40+","17395","58079","11703","0"
"2016-06-23","40+","17287","57802","12973","0"
"2016-06-24","40+","17341","60493","12906","0"
"2016-06-25","40+","30862","108115","19383","0"
"2016-06-26","40+","30052","100122","19866","0"
"2016-06-27","40+","20903","71053","15360","0"
"2016-06-28","40+","12894","45857","8965","0"
"2016-06-29","40+","12870","45563","9208","0"
"2016-06-30","40+","13448","46619","9212","0"
"2016-07-01","40+","18144","64204","13427","0"
"2016-07-02","40+","25695","91948","17316","0"
"2016-07-03","40+","17570","64057","13471","0"
"2016-07-04","40+","10837","39033","8483","0"
"2016-07-05","40+","15847","55529","11479","0"
"2016-07-06","40+","15447","54693","11140","0"
"2016-07-07","40+","13463","46425","9174","0"
"2016-07-08","40+","13561","47481","9774","0"
"2016-07-09","40+","25564","90328","14807","0"
"2016-07-10","40+","25274","89968","16823","0"
"2016-07-11","40+","18823","65963","13017","0"
"2016-07-12","40+","14729","51074","9373","0"
"2016-07-13","40+","13825","47424","9199","0"
"2016-07-14","40+","12788","44652","8457","0"
"2016-07-15","40+","15001","53196","10633","0"
"2016-07-16","40+","24011","84115","14630","0"
"2016-07-17","40+","26143","90962","17258","0"
"2016-07-18","40+","18343","64896","12962","0"
"2016-07-19","40+","14196","48338","8949","0"
"2016-07-20","40+","14210","49098","9193","0"
"2016-07-21","40+","12658","44811","8546","0"
"2016-07-22","40+","14815","52038","10408","0"
"2016-07-23","40+","25295","90229","15388","0"
"2016-07-24","40+","23655","85553","15802","0"
"2016-07-25","40+","17210","61720","11964","0"
"2016-07-26","40+","14475","49948","8564","0"
"2016-07-27","40+","13605","46943","8446","0"
"2016-07-28","40+","12755","43985","8615","0"
"2016-07-29","40+","13585","48630","10474","0"
"2016-07-30","40+","20037","72530","12754","0"
"2016-07-31","40+","20745","75125","13722","0"
"2016-08-01","40+","19579","68844","12753","0"
"2016-08-02","40+","13866","48525","8552","0"
"2016-08-03","40+","13786","47836","8528","0"
"2016-08-04","40+","12697","44002","8382","0"
"2016-08-05","40+","13526","47300","9573","0"
"2016-08-06","40+","21843","76915","13375","0"
"2016-08-07","40+","19541","67102","12377","0"
"2016-08-08","40+","16108","55239","10388","0"
"2016-08-09","40+","15377","51968","8682","0"
"2016-08-10","40+","15482","52485","9214","0"
"2016-08-11","40+","14879","50088","9331","0"
"2016-08-12","40+","14727","52076","10561","0"
"2016-08-13","40+","23149","80847","14065","0"
"2016-08-14","40+","26924","93830","16141","0"
"2016-08-15","40+","19567","64048","11437","0"
"2016-08-16","40+","19307","64919","10755","0"
"2016-08-17","40+","20123","69529","10840","0"
"2016-08-18","40+","18850","62294","10277","0"
"2016-08-19","40+","21001","71290","12712","0"
"2016-08-20","40+","26776","92112","14989","0"
"2016-08-21","40+","22625","75978","13831","0"
"2016-08-22","40+","16470","55162","10829","0"
"2016-08-23","40+","25991","89070","14646","0"
"2016-08-24","40+","17089","57727","10077","0"
"2016-08-25","40+","14662","47806","8996","0"
"2016-08-26","40+","17880","60719","11357","0"
"2016-08-27","40+","22362","75083","12659","0"
"2016-08-28","40+","17336","57444","10610","0"
"2016-08-29","40+","11848","37273","7253","0"
"2016-08-30","40+","9340","29283","5200","0"
"2016-08-31","40+","14015","44116","8209","0"
"2016-09-01","40+","19878","63154","12182","0"
"2016-09-02","40+","22342","71671","17003","0"
"2016-09-03","40+","27814","88946","17267","0"
"2016-09-04","40+","22023","67829","12557","0"
"2016-09-05","40+","18154","53349","10006","0"
"2016-09-06","40+","16601","46505","8402","0"
"2016-09-07","40+","16445","46114","8223","0"
"2016-09-08","40+","16586","50433","10075","0"
"2016-09-09","40+","20244","61877","13107","0"
"2016-09-10","40+","34458","106127","17836","0"
"2016-09-11","40+","28414","83212","15401","0"
"2016-09-12","40+","19174","55219","10305","0"
"2016-09-13","40+","14745","42894","7819","0"
"2016-09-14","40+","16212","46199","8914","0"
"2016-09-15","40+","17817","52386","10866","0"
"2016-09-16","40+","21610","66133","14245","0"
"2016-09-17","40+","35248","110996","19767","0"
"2016-09-18","40+","30461","90960","17357","0"
"2016-09-19","40+","18631","54384","10702","0"
"2016-09-20","40+","15439","46419","8343","0"
"2016-09-21","40+","16023","47606","9175","0"
"2016-09-22","40+","16399","50482","11066","0"
"2016-09-23","40+","19969","60969","13455","0"
"2016-09-24","40+","34178","110262","19561","0"
"2016-09-25","40+","26461","80665","15740","0"
"2016-09-26","40+","14657","42231","8736","0"
"2016-09-27","40+","11939","35578","6997","0"
"2016-09-28","40+","15744","46712","9471","0"
"2016-09-29","40+","18461","57855","12598","0"
"2016-09-30","40+","27348","88673","19932","0"
"2016-10-01","40+","43406","142252","26217","0"
"2016-10-02","40+","24492","76456","16250","0"
"2016-10-03","40+","14212","41938","9439","0"
"2016-10-04","40+","12521","36619","7585","0"
"2016-10-05","40+","16700","51604","10664","0"
"2016-10-06","40+","11918","38531","8030","0"
"2016-10-07","40+","7939","26194","6511","0"
"2016-10-08","40+","34825","116788","21912","0"
"2016-10-09","40+","34229","113135","21486","0"
"2016-10-10","40+","22882","71352","15024","0"
"2016-10-11","40+","17128","51923","10661","0"
"2016-10-12","40+","17615","54488","11209","0"
"2016-10-13","40+","16472","52193","12234","0"
"2016-10-14","40+","20980","67755","15620","0"
"2016-10-15","40+","34817","114342","19970","0"
"2016-10-16","40+","27593","86364","16881","0"
"2016-10-17","40+","16292","49333","10290","0"
"2016-10-18","40+","15800","48772","9443","0"
"2016-10-19","40+","17882","56917","11675","0"
"2016-10-20","40+","20621","65169","15239","0"
"2016-10-21","40+","21658","67794","15869","0"
"2016-10-22","40+","33883","107263","19168","0"
"2016-10-23","40+","29661","87893","17192","0"
"2016-10-24","40+","17355","50785","10515","0"
"2016-10-25","40+","14218","42334","8138","0"
"2016-10-26","40+","17550","52703","10673","0"
"2016-10-27","40+","19781","61639","13255","0"
"2016-10-28","40+","21935","68144","16028","0"
"2016-10-29","40+","31377","98034","18240","0"
"2016-10-30","40+","25972","78643","15717","0"
"2016-10-31","40+","12049","33425","7387","0"
"2016-11-01","40+","17326","48433","9967","0"
"2016-11-02","40+","19338","53725","11712","0"
"2016-11-03","40+","23342","67816","16109","0"
"2016-11-04","40+","24313","74906","18632","0"
"2016-11-05","40+","34890","115021","22066","0"
"2016-11-06","40+","28978","92734","18802","0"
"2016-11-07","40+","20163","60147","13441","0"
"2016-11-08","40+","16731","52958","11120","0"
"2016-11-09","40+","16872","53029","11727","0"
"2016-11-10","40+","18146","56481","13948","0"
"2016-11-11","40+","20171","61442","15010","0"
"2016-11-12","40+","32507","100300","19779","0"
"2016-11-13","40+","27356","83397","17423","0"
"2016-11-14","40+","13203","37924","9466","0"
"2016-11-15","40+","25291","80995","15621","0"
"2016-11-16","40+","14175","46602","9982","0"
"2016-11-17","40+","17562","59571","12950","0"
"2016-11-18","40+","20222","71587","15835","0"
"2016-11-19","40+","37390","134188","25530","0"
"2016-11-20","40+","30439","107227","21611","0"
"2016-11-21","40+","19230","66105","14194","0"
"2016-11-22","40+","15213","52223","11931","0"
"2016-11-23","40+","17666","60512","15069","0"
"2016-11-24","40+","13171","42691","10417","0"
"2016-11-25","40+","15713","51706","14339","0"
"2016-11-26","40+","47002","155205","28172","0"
"2016-11-27","40+","32071","102237","20400","0"
"2016-11-28","40+","23440","71494","13391","0"
"2016-11-29","40+","13599","40345","8045","0"
"2016-11-30","40+","16973","51285","10955","0"
"2016-12-01","40+","20232","63381","14867","0"
"2016-12-02","40+","16784","53822","13901","0"
"2016-12-03","40+","31953","100696","19144","0"
"2016-12-04","40+","27965","86372","17492","0"
"2016-12-05","40+","15414","45170","10045","0"
"2016-12-06","40+","11673","34581","7516","0"
"2016-12-07","40+","14275","44116","10264","0"
"2016-12-08","40+","16076","48350","12671","0"
"2016-12-09","40+","16549","51229","16242","0"
"2016-12-10","40+","46036","151524","27833","0"
"2016-12-11","40+","27088","85022","17081","0"
"2016-12-12","40+","15443","46353","9808","0"
"2016-12-13","40+","10843","33673","7120","0"
"2016-12-14","40+","13208","42320","9231","0"
"2016-12-15","40+","17839","59406","12880","0"
"2016-12-16","40+","24606","86944","19505","0"
"2016-12-17","40+","34947","124089","24893","0"
"2016-12-18","40+","24722","85775","18643","0"
"2016-12-19","40+","15955","53940","11198","0"
"2016-12-20","40+","12523","42731","8622","0"
"2016-12-21","40+","20391","71630","13304","0"
"2016-12-22","40+","17377","60906","12603","0"
"2016-12-23","40+","22265","77499","15541","0"
"2016-12-24","40+","17912","62946","12698","0"
"2016-12-25","40+","15825","55979","11170","0"
"2016-12-26","40+","33430","119152","24466","0"
"2016-12-27","40+","24167","85912","18132","0"
"2016-12-28","40+","17572","60517","12911","0"
"2016-12-29","40+","15729","52951","11882","0"
"2016-12-30","40+","17495","57565","14779","0"
"2016-12-31","40+","13153","45056","12542","0"
"2017-01-01","40+","26628","91550","18097","0"
"2017-01-02","40+","26066","86121","18686","0"
"2017-01-03","40+","22562","66111","13581","0"
"2017-01-04","40+","26117","77615","16377","0"
"2017-01-05","40+","19706","58010","13382","0"
"2017-01-06","40+","18003","54043","14410","0"
"2017-01-07","40+","17645","55875","11920","0"
"2017-01-08","40+","21430","66300","12817","0"
"2017-01-09","40+","16783","48964","10467","0"
"2017-01-10","40+","10894","32667","6680","0"
"2017-01-11","40+","13843","43626","8924","0"
"2017-01-12","40+","16240","52662","12030","0"
"2017-01-13","40+","16323","53983","14201","0"
"2017-01-14","40+","20690","68276","13665","0"
"2017-01-15","40+","17917","57363","11145","0"
"2017-01-16","40+","16648","50390","10024","0"
"2017-01-17","40+","12078","35117","6792","0"
"2017-01-18","40+","14021","43141","8552","0"
"2017-01-19","40+","14128","43741","9917","0"
"2017-01-20","40+","15318","49358","11689","0"
"2017-01-21","40+","24230","78393","14639","0"
"2017-01-22","40+","21806","66328","12635","0"
"2017-01-23","40+","14440","40121","8297","0"
"2017-01-24","40+","11954","35345","7030","0"
"2017-01-25","40+","14436","43512","9266","0"
"2017-01-26","40+","13479","41661","9357","0"
"2017-01-27","40+","15029","46365","11161","0"
"2017-01-28","40+","22621","71411","13634","0"
"2017-01-29","40+","20755","62778","12231","0"
"2017-01-30","40+","11637","33572","6866","0"
"2017-01-31","40+","12215","34876","6571","0"
"2017-02-01","40+","18031","55267","10737","0"
"2017-02-02","40+","21552","66108","15047","0"
"2017-02-03","40+","18229","56165","13416","0"
"2017-02-04","40+","23978","77038","14358","0"
"2017-02-05","40+","21302","64806","13090","0"
"2017-02-06","40+","10519","32235","7191","0"
"2017-02-07","40+","14199","35057","7908","0"
"2017-02-08","40+","10885","34422","7361","0"
"2017-02-09","40+","10567","34278","8140","0"
"2017-02-10","40+","13063","42649","10333","0"
"2017-02-11","40+","19305","62581","12164","0"
"2017-02-12","40+","17480","53634","11078","0"
"2017-02-13","40+","14258","40421","8814","0"
"2017-02-14","40+","12353","37722","7867","0"
"2017-02-15","40+","18534","60632","12400","0"
"2017-02-16","40+","19713","66117","15386","0"
"2017-02-17","40+","17289","59735","14695","0"
"2017-02-18","40+","24932","86588","17444","0"
"2017-02-19","40+","22581","75844","16020","0"
"2017-02-20","40+","17855","59538","13688","0"
"2017-02-21","40+","13320","40814","9274","0"
"2017-02-22","40+","17858","52629","11806","0"
"2017-02-23","40+","25464","76177","19666","0"
"2017-02-24","40+","22765","70779","18830","0"
"2017-02-25","40+","32195","108516","21952","0"
"2017-02-26","40+","30260","97087","19898","0"
"2017-02-27","40+","17928","56461","12444","0"
"2017-02-28","40+","14923","44897","9464","0"
"2017-03-01","40+","20861","60853","13569","0"
"2017-03-02","40+","18175","56769","13753","0"
"2017-03-03","40+","18369","59446","15595","0"
"2017-03-04","40+","29480","93964","18384","0"
"2017-03-05","40+","26359","80876","16715","0"
"2017-03-06","40+","14884","43378","10053","0"
"2017-03-07","40+","10749","33656","7557","0"
"2017-03-08","40+","12564","40323","9241","0"
"2017-03-09","40+","13258","43638","10520","0"
"2017-03-10","40+","15998","54821","12952","0"
"2017-03-11","40+","31297","111413","21483","0"
"2017-03-12","40+","28304","96067","20096","0"
"2017-03-13","40+","19276","62522","15452","0"
"2017-03-14","40+","12739","40546","9856","0"
"2017-03-15","40+","13232","42811","10520","0"
"2017-03-16","40+","12690","41193","10673","0"
"2017-03-17","40+","16150","53130","13342","0"
"2017-03-18","40+","26414","88954","18047","0"
"2017-03-19","40+","23439","76145","16473","0"
"2017-03-20","40+","14926","46452","11159","0"
"2017-03-21","40+","13724","41322","9611","0"
"2017-03-22","40+","14442","46125","10693","0"
"2017-03-23","40+","15784","51762","13005","0"
"2017-03-24","40+","17435","59205","13799","0"
"2017-03-25","40+","31827","109084","20994","0"
"2017-03-26","40+","29251","95335","19949","0"
"2017-03-27","40+","16558","51473","11886","0"
"2017-03-28","40+","13093","42328","8784","0"
"2017-03-29","40+","15562","52296","10456","0"
"2017-03-30","40+","14693","48175","11402","0"
"2017-03-31","40+","17865","60350","13711","0"
"2017-04-01","40+","36506","122115","22970","0"
"2017-04-02","40+","30428","98207","20657","0"
"2017-04-03","40+","15847","51027","11627","0"
"2017-04-04","40+","11187","35815","8036","0"
"2017-04-05","40+","13214","44089","9682","0"
"2017-04-06","40+","14298","47756","11303","0"
"2017-04-07","40+","18623","65605","13903","0"
"2017-04-08","40+","35406","126757","23806","0"
"2017-04-09","40+","26608","94144","19338","0"
"2017-04-10","40+","17238","59111","13446","0"
"2017-04-11","40+","12976","45213","10050","0"
"2017-04-12","40+","15684","55059","11918","0"
"2017-04-13","40+","17283","61123","13329","0"
"2017-04-14","40+","18433","66802","14589","0"
"2017-04-15","40+","19781","72200","13875","0"
"2017-04-16","40+","16526","57243","11874","0"
"2017-04-17","40+","21966","74582","15558","0"
"2017-04-18","40+","14119","45984","9983","0"
"2017-04-19","40+","18792","56923","12959","0"
"2017-04-20","40+","20848","61771","15397","0"
"2017-04-21","40+","20837","63220","16419","0"
"2017-04-22","40+","27142","83347","17944","0"
"2017-04-23","40+","29775","89999","18255","0"
"2017-04-24","40+","18746","54444","11654","0"
"2017-04-25","40+","14251","41504","8562","0"
"2017-04-26","40+","15622","45927","9952","0"
"2017-04-27","40+","14827","44978","10781","0"
"2017-04-28","40+","17096","53064","12665","0"
"2017-04-29","40+","26148","82743","16019","0"
"2017-04-30","40+","22703","70437","14385","0"
"2017-05-01","40+","15407","45616","9624","0"
"2017-05-02","40+","12523","36865","7409","0"
"2017-05-03","40+","13015","40684","8613","4"
"2017-05-04","40+","14502","46101","10680","0"
"2017-05-05","40+","14821","47058","11405","0"
"2017-05-06","40+","23867","76802","14318","0"
"2017-05-07","40+","22052","68878","14054","0"
"2017-05-08","40+","16356","47397","10453","0"
"2017-05-09","40+","13500","39583","8354","0"
"2017-05-10","40+","14120","43315","9293","0"
"2017-05-11","40+","13556","43450","9846","0"
"2017-05-12","40+","16455","52511","12877","0"
"2017-05-13","40+","23975","77662","15026","0"
"2017-05-14","40+","21518","67855","13573","0"
"2017-05-15","40+","23158","65767","13533","0"
"2017-05-16","40+","16067","46982","9187","0"
"2017-05-17","40+","18019","55117","11132","0"
"2017-05-18","40+","16847","53041","11897","0"
"2017-05-19","40+","18638","60465","13882","0"
"2017-05-20","40+","29964","96941","18148","0"
"2017-05-21","40+","30483","92783","18958","0"
"2017-05-22","40+","18010","55151","11675","0"
"2017-05-23","40+","13545","43310","8740","0"
"2017-05-24","40+","17275","58153","11490","0"
"2017-05-25","40+","18842","64289","13721","0"
"2017-05-26","40+","22889","80158","18973","0"
"2017-05-27","40+","27183","96542","19832","0"
"2017-05-28","40+","24393","86143","17486","0"
"2017-05-29","40+","20782","69870","15325","0"
"2017-05-30","40+","18338","63125","12889","0"
"2017-05-31","40+","14727","50111","10483","0"
"2017-06-01","40+","17125","57014","12521","0"
"2017-06-02","40+","19086","65251","14795","0"
"2017-06-03","40+","30778","107180","20007","0"
"2017-06-04","40+","35130","122099","23999","0"
"2017-06-05","40+","21627","74396","15358","0"
"2017-06-06","40+","14689","50093","10115","0"
"2017-06-07","40+","15179","50202","10568","0"
"2017-06-08","40+","13348","45453","10016","0"
"2017-06-09","40+","15458","54304","11913","0"
"2017-06-10","40+","30308","107656","19830","0"
"2017-06-11","40+","29570","101928","20317","0"
"2017-06-12","40+","17428","59842","12635","0"
"2017-06-13","40+","14321","46047","9590","0"
"2017-06-14","40+","13756","46276","9438","0"
"2017-06-15","40+","13197","44529","9743","0"
"2017-06-16","40+","18180","63499","14973","0"
"2017-06-17","40+","23396","84685","15820","0"
"2017-06-18","40+","24440","87659","17238","0"
"2017-06-19","40+","18936","63902","13319","0"
"2017-06-20","40+","28545","89103","18142","0"
"2017-06-21","40+","17646","58132","12201","0"
"2017-06-22","40+","13933","47502","10473","0"
"2017-06-23","40+","15401","54208","11678","0"
"2017-06-24","40+","30484","108092","20068","0"
"2017-06-25","40+","29444","105207","20893","0"
"2017-06-26","40+","19845","69876","14557","0"
"2017-06-27","40+","15324","52182","11050","0"
"2017-06-28","40+","18021","60128","12885","0"
"2017-06-29","40+","14063","48436","9981","0"
"2017-06-30","40+","18034","62980","12491","0"
"2017-07-01","40+","26992","97961","17518","0"
"2017-07-02","40+","22600","80329","16139","0"
"2017-07-03","40+","15125","51973","11094","0"
"2017-07-04","40+","9434","32508","7201","0"
"2017-07-05","40+","14092","49591","10198","0"
"2017-07-06","40+","14220","50074","9507","0"
"2017-07-07","40+","15053","52052","9585","0"
"2017-07-08","40+","24079","83296","13962","0"
"2017-07-09","40+","24129","83927","15908","0"
"2017-07-10","40+","17429","61076","11596","0"
"2017-07-11","40+","13096","45958","8600","0"
"2017-07-12","40+","13765","47303","9189","0"
"2017-07-13","40+","13827","47619","9748","0"
"2017-07-14","40+","13896","48411","10265","0"
"2017-07-15","40+","22348","79211","13786","0"
"2017-07-16","40+","23961","85141","15814","0"
"2017-07-17","40+","17556","61143","12247","0"
"2017-07-18","40+","12629","44919","8521","0"
"2017-07-19","40+","13452","46466","8744","0"
"2017-07-20","40+","12869","43515","8852","0"
"2017-07-21","40+","14481","50996","10616","0"
"2017-07-22","40+","22265","80262","13902","0"
"2017-07-23","40+","23487","82709","15402","0"
"2017-07-24","40+","17774","62151","12301","0"
"2017-07-25","40+","13633","47705","8801","0"
"2017-07-26","40+","13544","47069","8803","0"
"2017-07-27","40+","13118","45693","8993","0"
"2017-07-28","40+","14201","50363","10292","0"
"2017-07-29","40+","19686","71964","12649","0"
"2017-07-30","40+","20815","75484","13894","0"
"2017-07-31","40+","15744","55597","10522","0"
"2017-08-01","40+","15945","55431","10018","0"
"2017-08-02","40+","15338","52188","9509","0"
"2017-08-03","40+","13857","48576","9211","0"
"2017-08-04","40+","14386","51073","10257","0"
"2017-08-05","40+","20111","71876","12727","0"
"2017-08-06","40+","20827","72778","13783","0"
"2017-08-07","40+","14628","50177","9991","0"
"2017-08-08","40+","13825","46043","8351","0"
"2017-08-09","40+","14063","47816","8518","0"
"2017-08-10","40+","13791","48078","9356","0"
"2017-08-11","40+","17666","60873","12234","0"
"2017-08-12","40+","23270","81230","13899","0"
"2017-08-13","40+","26873","93207","16965","0"
"2017-08-14","40+","19476","65421","12005","0"
"2017-08-15","40+","17406","59921","10073","0"
"2017-08-16","40+","17759","61722","10448","0"
"2017-08-17","40+","16306","56523","9345","0"
"2017-08-18","40+","18207","62810","11642","0"
"2017-08-19","40+","23620","82439","13691","0"
"2017-08-20","40+","22260","76611","13810","0"
"2017-08-21","40+","21797","73989","13211","0"
"2017-08-22","40+","16710","57088","9872","0"
"2017-08-23","40+","16821","55335","9764","0"
"2017-08-24","40+","15346","51445","9811","0"
"2017-08-25","40+","17356","57778","11979","0"
"2017-08-26","40+","22868","77459","13806","0"
"2017-08-27","40+","20093","66300","12592","0"
"2017-08-28","40+","13079","41792","8506","0"
"2017-08-29","40+","9818","30659","5961","0"
"2017-08-30","40+","12781","40070","8096","0"
"2017-08-31","40+","15173","48553","10456","0"
"2017-09-01","40+","23695","76935","18766","0"
"2017-09-02","40+","27121","84482","17298","0"
"2017-09-03","40+","21367","66021","13256","0"
"2017-09-04","40+","18159","52624","11014","0"
"2017-09-05","40+","14484","40684","8146","0"
"2017-09-06","40+","12155","34590","6649","0"
"2017-09-07","40+","8723","25710","4467","0"
"2017-09-08","40+","7922","23693","3907","0"
"2017-09-09","40+","6741","21074","3375","0"
"2017-09-10","40+","2895","8810","1716","0"
"2017-09-11","40+","2002","6194","1603","0"
"2017-09-12","40+","10678","32363","6236","0"
"2017-09-13","40+","18292","53934","9964","0"
"2017-09-14","40+","15681","46613","9394","0"
"2017-09-15","40+","19438","59391","12194","0"
"2017-09-16","40+","31470","98820","17610","0"
"2017-09-17","40+","26568","79430","15525","0"
"2017-09-18","40+","17330","50124","9892","0"
"2017-09-19","40+","15256","47441","8890","0"
"2017-09-20","40+","22049","70301","14664","0"
"2017-09-21","40+","17041","52977","11758","0"
"2017-09-22","40+","19434","59953","13048","0"
"2017-09-23","40+","35086","109895","19862","0"
"2017-09-24","40+","32503","96487","19512","0"
"2017-09-25","40+","17280","49902","10313","0"
"2017-09-26","40+","13547","39735","7869","0"
"2017-09-27","40+","16391","49328","10153","0"
"2017-09-28","40+","14772","45532","10388","0"
"2017-09-29","40+","19027","61333","14354","0"
"2017-09-30","40+","30487","100786","18819","0"
"2017-10-01","40+","24870","78066","15741","0"
"2017-10-02","40+","13450","39940","8727","0"
"2017-10-03","40+","10748","32392","6760","0"
"2017-10-04","40+","17787","55848","11678","0"
"2017-10-05","40+","24341","77362","18045","0"
"2017-10-06","40+","23837","78402","18165","0"
"2017-10-07","40+","36491","121481","22248","0"
"2017-10-08","40+","29090","95110","18957","0"
"2017-10-09","40+","21097","65549","14371","0"
"2017-10-10","40+","15302","46217","9642","0"
"2017-10-11","40+","18245","55302","11591","0"
"2017-10-12","40+","19361","60845","13658","0"
"2017-10-13","40+","22877","74196","16491","0"
"2017-10-14","40+","38120","125127","22691","0"
"2017-10-15","40+","32425","99839","20416","0"
"2017-10-16","40+","17892","53054","11705","0"
"2017-10-17","40+","17617","54607","10627","0"
"2017-10-18","40+","20348","64829","13446","0"
"2017-10-19","40+","18340","58604","13420","0"
"2017-10-20","40+","20364","64426","14919","0"
"2017-10-21","40+","33744","106783","19230","0"
"2017-10-22","40+","29131","84047","17046","0"
"2017-10-23","40+","17276","50295","10224","0"
"2017-10-24","40+","14523","43377","8619","0"
"2017-10-25","40+","17193","53013","11106","0"
"2017-10-26","40+","19092","59792","13514","0"
"2017-10-27","40+","20952","65793","15017","0"
"2017-10-28","40+","31635","99873","18634","0"
"2017-10-29","40+","27827","83536","16598","0"
"2017-10-30","40+","16195","46072","9829","0"
"2017-10-31","40+","10089","28821","6026","0"
"2017-11-01","40+","20839","61040","12677","0"
"2017-11-02","40+","22575","66538","15511","0"
"2017-11-03","40+","22436","68314","16814","0"
"2017-11-04","40+","32875","106750","20461","0"
"2017-11-05","40+","30183","94824","19040","0"
"2017-11-06","40+","20666","61249","13798","0"
"2017-11-07","40+","16644","51010","10603","0"
"2017-11-08","40+","18778","59088","13061","0"
"2017-11-09","40+","16800","52883","12969","0"
"2017-11-10","40+","19508","61600","14956","0"
"2017-11-11","40+","33833","107764","20979","0"
"2017-11-12","40+","30640","94070","19764","0"
"2017-11-13","40+","15056","44476","11178","0"
"2017-11-14","40+","21466","68080","13982","0"
"2017-11-15","40+","14476","46955","10378","0"
"2017-11-16","40+","14925","51537","11642","0"
"2017-11-17","40+","19798","71406","16103","0"
"2017-11-18","40+","36555","131676","25878","0"
"2017-11-19","40+","31297","109563","22842","0"
"2017-11-20","40+","18684","64045","14197","0"
"2017-11-21","40+","17134","58411","13489","0"
"2017-11-22","40+","17918","61732","15221","0"
"2017-11-23","40+","12965","41630","10606","0"
"2017-11-24","40+","19012","61685","16235","0"
"2017-11-25","40+","42486","140020","26831","0"
"2017-11-26","40+","34576","108229","22577","0"
"2017-11-27","40+","22434","62038","12955","0"
"2017-11-28","40+","14144","41643","8654","0"
"2017-11-29","40+","15124","46362","10161","0"
"2017-11-30","40+","16134","50638","12994","0"
"2017-12-01","40+","20903","65089","16541","0"
"2017-12-02","40+","30849","97852","18868","0"
"2017-12-03","40+","26461","81651","17064","0"
"2017-12-04","40+","15107","43907","10323","0"
"2017-12-05","40+","12022","35318","7995","0"
"2017-12-06","40+","13007","40303","9423","0"
"2017-12-07","40+","15720","48085","13700","0"
"2017-12-08","40+","30087","97422","22025","0"
"2017-12-09","40+","35947","117899","22980","0"
"2017-12-10","40+","32858","101915","20719","0"
"2017-12-11","40+","17323","52885","11867","0"
"2017-12-12","40+","14146","43847","9655","0"
"2017-12-13","40+","14561","46348","10381","0"
"2017-12-14","40+","17749","57688","13582","0"
"2017-12-15","40+","22936","78398","19006","0"
"2017-12-16","40+","34856","122477","24114","0"
"2017-12-17","40+","26999","92514","19799","0"
"2017-12-18","40+","16080","54239","12434","0"
"2017-12-19","40+","13186","45110","10235","0"
"2017-12-20","40+","16641","57454","12136","0"
"2017-12-21","40+","22179","77246","16466","0"
"2017-12-22","40+","25729","91313","18874","0"
"2017-12-23","40+","34063","120465","22684","0"
"2017-12-24","40+","15926","55447","12486","0"
"2017-12-25","40+","13693","47807","10068","0"
"2017-12-26","40+","29418","104487","22023","0"
"2017-12-27","40+","24624","87632","18331","0"
"2017-12-28","40+","20413","70243","14824","0"
"2017-12-29","40+","19180","65397","14933","0"
"2017-12-30","40+","22326","75931","17095","0"
"2017-12-31","40+","15492","53390","13767","0"
"2018-01-01","40+","22880","78725","17350","0"
"2018-01-02","40+","28829","89962","19185","0"
"2018-01-03","40+","27813","82247","17898","0"
"2018-01-04","40+","17723","52917","12399","0"
"2018-01-05","40+","18474","55418","14177","0"
"2018-01-06","40+","19198","60424","13513","0"
"2018-01-07","40+","25185","76380","15789","0"
"2018-01-08","40+","23659","70476","15315","0"
"2018-01-09","40+","14714","43630","9172","0"
"2018-01-10","40+","15759","48550","10223","0"
"2018-01-11","40+","16191","52056","12313","0"
"2018-01-12","40+","18189","59925","15406","0"
"2018-01-13","40+","23604","77000","16046","0"
"2018-01-14","40+","22426","69178","13770","0"
"2018-01-15","40+","22938","69098","14270","0"
"2018-01-16","40+","16409","47193","9465","0"
"2018-01-17","40+","16547","50949","10060","0"
"2018-01-18","40+","18019","56152","13335","0"
"2018-01-19","40+","18233","58189","13884","0"
"2018-01-20","40+","27617","88237","16501","0"
"2018-01-21","40+","27696","84762","16367","0"
"2018-01-22","40+","16268","46455","10028","0"
