"dining_usg_dt","booking_window_range","park_area_nm","nb_dining_gst"
"2016-02-21","10+","Disney's BoardWalk","179"
"2016-02-21","10+","Disney's Hollywood Studios","5001"
"2016-02-21","10+","Downtown Disney Resort Area","224"
"2016-02-21","10+","Epcot","7966"
"2016-02-21","10+","Epcot Resort Area","1835"
"2016-02-21","10+","Four Seasons Resort Orlando at Walt Disney World Resort","31"
"2016-02-21","10+","Magic Kingdom Park","9117"
"2016-02-21","10+","Magic Kingdom Resort Area","9731"
"2016-02-22","10+","Destination","243"
"2016-02-22","10+","Disney Springs","2489"
"2016-02-22","10+","Disney's Animal Kingdom Theme Park","2943"
"2016-02-22","10+","Disney's Animal Kingdom Theme Park Resort Area","1178"
"2016-02-22","10+","Disney's BoardWalk","72"
"2016-02-22","10+","Disney's Hollywood Studios","5237"
"2016-02-22","10+","Downtown Disney Resort Area","120"
"2016-02-22","10+","Epcot","7270"
"2016-02-22","10+","Epcot Resort Area","1529"
"2016-02-22","10+","Magic Kingdom Park","9757"
"2016-02-22","10+","Magic Kingdom Resort Area","8856"
"2016-02-23","10+","Destination","177"
"2016-02-23","10+","Disney Springs","2129"
"2016-02-23","10+","Disney's Animal Kingdom Theme Park","2380"
"2016-02-23","10+","Disney's Animal Kingdom Theme Park Resort Area","985"
"2016-02-23","10+","Disney's BoardWalk","115"
"2016-02-23","10+","Disney's Hollywood Studios","4856"
"2016-02-23","10+","Downtown Disney Resort Area","90"
"2016-02-23","10+","Epcot","8692"
"2016-02-23","10+","Epcot Resort Area","1433"
"2016-02-23","10+","Four Seasons Resort Orlando at Walt Disney World Resort","9"
"2016-02-23","10+","Magic Kingdom Park","9152"
"2016-02-23","10+","Magic Kingdom Resort Area","9100"
"2016-02-24","10+","Destination","184"
"2016-02-24","10+","Disney Springs","2502"
"2016-02-24","10+","Disney's Animal Kingdom Theme Park","2428"
"2016-02-24","10+","Disney's Animal Kingdom Theme Park Resort Area","966"
"2016-02-24","10+","Disney's BoardWalk","139"
"2016-02-24","10+","Disney's Hollywood Studios","4511"
"2016-02-24","10+","Downtown Disney Resort Area","101"
"2016-02-24","10+","Epcot","7034"
"2016-02-24","10+","Epcot Resort Area","1221"
"2016-02-24","10+","Magic Kingdom Park","8995"
"2016-02-24","10+","Magic Kingdom Resort Area","9433"
"2016-02-25","10+","Destination","217"
"2016-02-25","10+","Disney Springs","2775"
"2016-02-25","10+","Disney's Animal Kingdom Theme Park","2811"
"2016-02-25","10+","Disney's Animal Kingdom Theme Park Resort Area","1100"
"2016-02-25","10+","Disney's BoardWalk","134"
"2016-02-25","10+","Disney's Hollywood Studios","5023"
"2016-02-25","10+","Downtown Disney Resort Area","160"
"2016-02-25","10+","Epcot","7554"
"2016-02-25","10+","Epcot Resort Area","1361"
"2016-02-25","10+","Four Seasons Resort Orlando at Walt Disney World Resort","45"
"2016-02-25","10+","Magic Kingdom Park","9385"
"2016-02-25","10+","Magic Kingdom Resort Area","9435"
"2016-02-26","10+","Destination","315"
"2016-02-26","10+","Disney Springs","2883"
"2016-02-26","10+","Disney's Animal Kingdom Theme Park","2803"
"2016-02-26","10+","Disney's Animal Kingdom Theme Park Resort Area","1091"
"2016-02-26","10+","Disney's BoardWalk","200"
"2016-02-26","10+","Disney's Hollywood Studios","6013"
"2016-02-26","10+","Downtown Disney Resort Area","151"
"2016-02-26","10+","Epcot","7662"
"2016-02-26","10+","Epcot Resort Area","1497"
"2016-02-26","10+","Magic Kingdom Park","9273"
"2016-02-26","10+","Magic Kingdom Resort Area","8928"
"2016-02-27","10+","Destination","446"
"2016-02-27","10+","Disney Springs","3296"
"2016-02-27","10+","Disney's Animal Kingdom Theme Park","3366"
"2016-02-27","10+","Disney's Animal Kingdom Theme Park Resort Area","1158"
"2016-02-27","10+","Disney's BoardWalk","203"
"2016-02-27","10+","Disney's Hollywood Studios","5578"
"2016-02-27","10+","Downtown Disney Resort Area","183"
"2016-02-27","10+","Epcot","7556"
"2016-02-27","10+","Epcot Resort Area","1636"
"2016-02-27","10+","Four Seasons Resort Orlando at Walt Disney World Resort","49"
"2016-02-27","10+","Magic Kingdom Park","9690"
"2016-02-27","10+","Magic Kingdom Resort Area","10246"
"2016-02-28","10+","Destination","468"
"2016-02-28","10+","Disney Springs","3182"
"2016-02-28","10+","Disney's Animal Kingdom Theme Park","3026"
"2016-02-28","10+","Disney's Animal Kingdom Theme Park Resort Area","1272"
"2016-02-28","10+","Disney's BoardWalk","168"
"2016-02-28","10+","Disney's Hollywood Studios","5364"
"2016-02-28","10+","Downtown Disney Resort Area","90"
"2016-02-28","10+","Epcot","7052"
"2016-02-28","10+","Epcot Resort Area","1541"
"2016-02-28","10+","Magic Kingdom Park","9498"
"2016-02-28","10+","Magic Kingdom Resort Area","9248"
"2016-02-29","10+","Destination","223"
"2016-02-29","10+","Disney Springs","2379"
"2016-02-29","10+","Disney's Animal Kingdom Theme Park","2985"
"2016-02-29","10+","Disney's Animal Kingdom Theme Park Resort Area","1030"
"2016-02-29","10+","Disney's BoardWalk","130"
"2016-02-29","10+","Disney's Hollywood Studios","5422"
"2016-02-29","10+","Downtown Disney Resort Area","105"
"2016-02-29","10+","Epcot","6934"
"2016-02-29","10+","Epcot Resort Area","1280"
"2016-02-29","10+","Four Seasons Resort Orlando at Walt Disney World Resort","10"
"2016-02-29","10+","Magic Kingdom Park","9941"
"2016-02-29","10+","Magic Kingdom Resort Area","8732"
"2016-03-01","10+","Destination","169"
"2016-03-01","10+","Disney Springs","2321"
"2016-03-01","10+","Disney's Animal Kingdom Theme Park","2615"
"2016-03-01","10+","Disney's Animal Kingdom Theme Park Resort Area","985"
"2016-03-01","10+","Disney's BoardWalk","167"
"2016-03-01","10+","Disney's Hollywood Studios","4742"
"2016-03-01","10+","Downtown Disney Resort Area","88"
"2016-03-01","10+","Epcot","8409"
"2016-03-01","10+","Epcot Resort Area","1315"
"2016-03-01","10+","Magic Kingdom Park","8416"
"2016-03-01","10+","Magic Kingdom Resort Area","9192"
"2016-03-02","10+","Destination","157"
"2016-03-02","10+","Disney Springs","2497"
"2016-03-02","10+","Disney's Animal Kingdom Theme Park","2519"
"2016-03-02","10+","Disney's Animal Kingdom Theme Park Resort Area","906"
"2016-03-02","10+","Disney's BoardWalk","100"
"2016-03-02","10+","Disney's Hollywood Studios","4728"
"2016-03-02","10+","Downtown Disney Resort Area","148"
"2016-03-02","10+","Epcot","7873"
"2016-03-02","10+","Epcot Resort Area","1331"
"2016-03-02","10+","Four Seasons Resort Orlando at Walt Disney World Resort","4"
"2016-03-02","10+","Magic Kingdom Park","8632"
"2016-03-02","10+","Magic Kingdom Resort Area","8527"
"2016-03-03","10+","Destination","209"
"2016-03-03","10+","Disney Springs","2528"
"2016-03-03","10+","Disney's Animal Kingdom Theme Park","2310"
"2016-03-03","10+","Disney's Animal Kingdom Theme Park Resort Area","844"
"2016-03-03","10+","Disney's BoardWalk","127"
"2016-03-03","10+","Disney's Hollywood Studios","4540"
"2016-03-03","10+","Downtown Disney Resort Area","122"
"2016-03-03","10+","Epcot","7723"
"2016-03-03","10+","Epcot Resort Area","1190"
"2016-03-03","10+","Four Seasons Resort Orlando at Walt Disney World Resort","50"
"2016-03-03","10+","Magic Kingdom Park","8321"
"2016-03-03","10+","Magic Kingdom Resort Area","8760"
"2016-03-04","10+","Destination","238"
"2016-03-04","10+","Disney Springs","2518"
"2016-03-04","10+","Disney's Animal Kingdom Theme Park","2300"
"2016-03-04","10+","Disney's Animal Kingdom Theme Park Resort Area","809"
"2016-03-04","10+","Disney's BoardWalk","170"
"2016-03-04","10+","Disney's Hollywood Studios","4941"
"2016-03-04","10+","Downtown Disney Resort Area","107"
"2016-03-04","10+","Epcot","6964"
"2016-03-04","10+","Epcot Resort Area","1378"
"2016-03-04","10+","Four Seasons Resort Orlando at Walt Disney World Resort","10"
"2016-03-04","10+","Magic Kingdom Park","8176"
"2016-03-04","10+","Magic Kingdom Resort Area","8946"
"2016-03-05","10+","Destination","463"
"2016-03-05","10+","Disney Springs","3239"
"2016-03-05","10+","Disney's Animal Kingdom Theme Park","2343"
"2016-03-05","10+","Disney's Animal Kingdom Theme Park Resort Area","1209"
"2016-03-05","10+","Disney's BoardWalk","200"
"2016-03-05","10+","Disney's Hollywood Studios","4534"
"2016-03-05","10+","Downtown Disney Resort Area","146"
"2016-03-05","10+","Epcot","7101"
"2016-03-05","10+","Epcot Resort Area","1487"
"2016-03-05","10+","Four Seasons Resort Orlando at Walt Disney World Resort","36"
"2016-03-05","10+","Magic Kingdom Park","8814"
"2016-03-05","10+","Magic Kingdom Resort Area","9287"
"2016-03-06","10+","Destination","382"
"2016-03-06","10+","Disney Springs","2728"
"2016-03-06","10+","Disney's Animal Kingdom Theme Park","2159"
"2016-03-06","10+","Disney's Animal Kingdom Theme Park Resort Area","980"
"2016-03-06","10+","Disney's BoardWalk","153"
"2016-03-06","10+","Disney's Hollywood Studios","5109"
"2016-03-06","10+","Downtown Disney Resort Area","116"
"2016-03-06","10+","Epcot","6644"
"2016-03-06","10+","Epcot Resort Area","1294"
"2016-03-06","10+","Four Seasons Resort Orlando at Walt Disney World Resort","13"
"2016-03-06","10+","Magic Kingdom Park","8809"
"2016-03-06","10+","Magic Kingdom Resort Area","8993"
"2016-03-07","10+","Destination","230"
"2016-03-07","10+","Disney Springs","2279"
"2016-03-07","10+","Disney's Animal Kingdom Theme Park","2972"
"2016-03-07","10+","Disney's Animal Kingdom Theme Park Resort Area","1067"
"2016-03-07","10+","Disney's BoardWalk","157"
"2016-03-07","10+","Disney's Hollywood Studios","5009"
"2016-03-07","10+","Downtown Disney Resort Area","99"
"2016-03-07","10+","Epcot","7077"
"2016-03-07","10+","Epcot Resort Area","1363"
"2016-03-07","10+","Magic Kingdom Park","9590"
"2016-03-07","10+","Magic Kingdom Resort Area","7707"
"2016-03-08","10+","Destination","210"
"2016-03-08","10+","Disney Springs","2072"
"2016-03-08","10+","Disney's Animal Kingdom Theme Park","2351"
"2016-03-08","10+","Disney's Animal Kingdom Theme Park Resort Area","831"
"2016-03-08","10+","Disney's BoardWalk","143"
"2016-03-08","10+","Disney's Hollywood Studios","4649"
"2016-03-08","10+","Downtown Disney Resort Area","59"
"2016-03-08","10+","Epcot","8459"
"2016-03-08","10+","Epcot Resort Area","1256"
"2016-03-08","10+","Four Seasons Resort Orlando at Walt Disney World Resort","7"
"2016-03-08","10+","Magic Kingdom Park","8608"
"2016-03-08","10+","Magic Kingdom Resort Area","8206"
"2016-03-09","10+","Destination","248"
"2016-03-09","10+","Disney Springs","2380"
"2016-03-09","10+","Disney's Animal Kingdom Theme Park","2333"
"2016-03-09","10+","Disney's Animal Kingdom Theme Park Resort Area","762"
"2016-03-09","10+","Disney's BoardWalk","184"
"2016-03-09","10+","Disney's Hollywood Studios","4259"
"2016-03-09","10+","Downtown Disney Resort Area","93"
"2016-03-09","10+","Epcot","6692"
"2016-03-09","10+","Epcot Resort Area","1211"
"2016-03-09","10+","Four Seasons Resort Orlando at Walt Disney World Resort","15"
"2016-03-09","10+","Magic Kingdom Park","9111"
"2016-03-09","10+","Magic Kingdom Resort Area","7971"
"2016-03-10","10+","Destination","240"
"2016-03-10","10+","Disney Springs","2367"
"2016-03-10","10+","Disney's Animal Kingdom Theme Park","2255"
"2016-03-10","10+","Disney's Animal Kingdom Theme Park Resort Area","852"
"2016-03-10","10+","Disney's BoardWalk","156"
"2016-03-10","10+","Disney's Hollywood Studios","4088"
"2016-03-10","10+","Downtown Disney Resort Area","90"
"2016-03-10","10+","Epcot","6860"
"2016-03-10","10+","Epcot Resort Area","1201"
"2016-03-10","10+","Four Seasons Resort Orlando at Walt Disney World Resort","56"
"2016-03-10","10+","Magic Kingdom Park","8630"
"2016-03-10","10+","Magic Kingdom Resort Area","8010"
"2016-03-11","10+","Destination","202"
"2016-03-11","10+","Disney Springs","2518"
"2016-03-11","10+","Disney's Animal Kingdom Theme Park","1957"
"2016-03-11","10+","Disney's Animal Kingdom Theme Park Resort Area","916"
"2016-03-11","10+","Disney's BoardWalk","191"
"2016-03-11","10+","Disney's Hollywood Studios","5145"
"2016-03-11","10+","Downtown Disney Resort Area","146"
"2016-03-11","10+","Epcot","6214"
"2016-03-11","10+","Epcot Resort Area","1336"
"2016-03-11","10+","Four Seasons Resort Orlando at Walt Disney World Resort","4"
"2016-03-11","10+","Magic Kingdom Park","8450"
"2016-03-11","10+","Magic Kingdom Resort Area","8298"
"2016-03-12","10+","Destination","490"
"2016-03-12","10+","Disney Springs","3501"
"2016-03-12","10+","Disney's Animal Kingdom Theme Park","2382"
"2016-03-12","10+","Disney's Animal Kingdom Theme Park Resort Area","1168"
"2016-03-12","10+","Disney's BoardWalk","184"
"2016-03-12","10+","Disney's Hollywood Studios","4249"
"2016-03-12","10+","Downtown Disney Resort Area","168"
"2016-03-12","10+","Epcot","7071"
"2016-03-12","10+","Epcot Resort Area","1480"
"2016-03-12","10+","Four Seasons Resort Orlando at Walt Disney World Resort","36"
"2016-03-12","10+","Magic Kingdom Park","9231"
"2016-03-12","10+","Magic Kingdom Resort Area","9808"
"2016-03-13","10+","Destination","413"
"2016-03-13","10+","Disney Springs","2833"
"2016-03-13","10+","Disney's Animal Kingdom Theme Park","2395"
"2016-03-13","10+","Disney's Animal Kingdom Theme Park Resort Area","1315"
"2016-03-13","10+","Disney's BoardWalk","224"
"2016-03-13","10+","Disney's Hollywood Studios","5828"
"2016-03-13","10+","Downtown Disney Resort Area","165"
"2016-03-13","10+","Epcot","8337"
"2016-03-13","10+","Epcot Resort Area","1536"
"2016-03-13","10+","Four Seasons Resort Orlando at Walt Disney World Resort","7"
"2016-03-13","10+","Magic Kingdom Park","9766"
"2016-03-13","10+","Magic Kingdom Resort Area","9781"
"2016-03-14","10+","Destination","340"
"2016-03-14","10+","Disney Springs","3073"
"2016-03-14","10+","Disney's Animal Kingdom Theme Park","4269"
"2016-03-14","10+","Disney's Animal Kingdom Theme Park Resort Area","1327"
"2016-03-14","10+","Disney's BoardWalk","202"
"2016-03-14","10+","Disney's Hollywood Studios","6216"
"2016-03-14","10+","Downtown Disney Resort Area","130"
"2016-03-14","10+","Epcot","9174"
"2016-03-14","10+","Epcot Resort Area","1652"
"2016-03-14","10+","Four Seasons Resort Orlando at Walt Disney World Resort","5"
"2016-03-14","10+","Magic Kingdom Park","10684"
"2016-03-14","10+","Magic Kingdom Resort Area","9604"
"2016-03-15","10+","Destination","257"
"2016-03-15","10+","Disney Springs","2793"
"2016-03-15","10+","Disney's Animal Kingdom Theme Park","3737"
"2016-03-15","10+","Disney's Animal Kingdom Theme Park Resort Area","1238"
"2016-03-15","10+","Disney's BoardWalk","149"
"2016-03-15","10+","Disney's Hollywood Studios","6868"
"2016-03-15","10+","Downtown Disney Resort Area","154"
"2016-03-15","10+","Epcot","8973"
"2016-03-15","10+","Epcot Resort Area","1648"
"2016-03-15","10+","Four Seasons Resort Orlando at Walt Disney World Resort","12"
"2016-03-15","10+","Magic Kingdom Park","10066"
"2016-03-15","10+","Magic Kingdom Resort Area","10468"
"2016-03-16","10+","Destination","284"
"2016-03-16","10+","Disney Springs","3283"
"2016-03-16","10+","Disney's Animal Kingdom Theme Park","3355"
"2016-03-16","10+","Disney's Animal Kingdom Theme Park Resort Area","1065"
"2016-03-16","10+","Disney's BoardWalk","180"
"2016-03-16","10+","Disney's Hollywood Studios","5872"
"2016-03-16","10+","Downtown Disney Resort Area","119"
"2016-03-16","10+","Epcot","8438"
"2016-03-16","10+","Epcot Resort Area","1586"
"2016-03-16","10+","Four Seasons Resort Orlando at Walt Disney World Resort","16"
"2016-03-16","10+","Magic Kingdom Park","10455"
"2016-03-16","10+","Magic Kingdom Resort Area","10164"
"2016-03-17","10+","Destination","285"
"2016-03-17","10+","Disney Springs","2996"
"2016-03-17","10+","Disney's Animal Kingdom Theme Park","2897"
"2016-03-17","10+","Disney's Animal Kingdom Theme Park Resort Area","1028"
"2016-03-17","10+","Disney's BoardWalk","197"
"2016-03-17","10+","Disney's Hollywood Studios","5588"
"2016-03-17","10+","Downtown Disney Resort Area","175"
"2016-03-17","10+","Epcot","9072"
"2016-03-17","10+","Epcot Resort Area","1639"
"2016-03-17","10+","Four Seasons Resort Orlando at Walt Disney World Resort","52"
"2016-03-17","10+","Magic Kingdom Park","10129"
"2016-03-17","10+","Magic Kingdom Resort Area","9726"
"2016-03-18","10+","Destination","287"
"2016-03-18","10+","Disney Springs","3112"
"2016-03-18","10+","Disney's Animal Kingdom Theme Park","2676"
"2016-03-18","10+","Disney's Animal Kingdom Theme Park Resort Area","1021"
"2016-03-18","10+","Disney's BoardWalk","178"
"2016-03-18","10+","Disney's Hollywood Studios","4973"
"2016-03-18","10+","Downtown Disney Resort Area","204"
"2016-03-18","10+","Epcot","8559"
"2016-03-18","10+","Epcot Resort Area","1694"
"2016-03-18","10+","Four Seasons Resort Orlando at Walt Disney World Resort","13"
"2016-03-18","10+","Magic Kingdom Park","9892"
"2016-03-18","10+","Magic Kingdom Resort Area","9823"
"2016-03-19","10+","Destination","459"
"2016-03-19","10+","Disney Springs","3817"
"2016-03-19","10+","Disney's Animal Kingdom Theme Park","2659"
"2016-03-19","10+","Disney's Animal Kingdom Theme Park Resort Area","1293"
"2016-03-19","10+","Disney's BoardWalk","206"
"2016-03-19","10+","Disney's Hollywood Studios","4865"
"2016-03-19","10+","Downtown Disney Resort Area","191"
"2016-03-19","10+","Epcot","7219"
"2016-03-19","10+","Epcot Resort Area","1696"
"2016-03-19","10+","Four Seasons Resort Orlando at Walt Disney World Resort","45"
"2016-03-19","10+","Magic Kingdom Park","9557"
"2016-03-19","10+","Magic Kingdom Resort Area","10051"
"2016-03-20","10+","Destination","489"
"2016-03-20","10+","Disney Springs","3725"
"2016-03-20","10+","Disney's Animal Kingdom Theme Park","3036"
"2016-03-20","10+","Disney's Animal Kingdom Theme Park Resort Area","1442"
"2016-03-20","10+","Disney's BoardWalk","179"
"2016-03-20","10+","Disney's Hollywood Studios","6165"
"2016-03-20","10+","Downtown Disney Resort Area","183"
"2016-03-20","10+","Epcot","8495"
"2016-03-20","10+","Epcot Resort Area","1965"
"2016-03-20","10+","Magic Kingdom Park","10880"
"2016-03-20","10+","Magic Kingdom Resort Area","10030"
"2016-03-21","10+","Destination","417"
"2016-03-21","10+","Disney Springs","3341"
"2016-03-21","10+","Disney's Animal Kingdom Theme Park","4433"
"2016-03-21","10+","Disney's Animal Kingdom Theme Park Resort Area","1463"
"2016-03-21","10+","Disney's BoardWalk","190"
"2016-03-21","10+","Disney's Hollywood Studios","6280"
"2016-03-21","10+","Downtown Disney Resort Area","158"
"2016-03-21","10+","Epcot","9776"
"2016-03-21","10+","Epcot Resort Area","1959"
"2016-03-21","10+","Four Seasons Resort Orlando at Walt Disney World Resort","4"
"2016-03-21","10+","Magic Kingdom Park","11342"
"2016-03-21","10+","Magic Kingdom Resort Area","9864"
"2016-03-22","10+","Destination","268"
"2016-03-22","10+","Disney Springs","3545"
"2016-03-22","10+","Disney's Animal Kingdom Theme Park","4167"
"2016-03-22","10+","Disney's Animal Kingdom Theme Park Resort Area","1114"
"2016-03-22","10+","Disney's BoardWalk","206"
"2016-03-22","10+","Disney's Hollywood Studios","6522"
"2016-03-22","10+","Downtown Disney Resort Area","179"
"2016-03-22","10+","Epcot","11403"
"2016-03-22","10+","Epcot Resort Area","2071"
"2016-03-22","10+","Four Seasons Resort Orlando at Walt Disney World Resort","3"
"2016-03-22","10+","Magic Kingdom Park","11190"
"2016-03-22","10+","Magic Kingdom Resort Area","10886"
"2016-03-23","10+","Destination","426"
"2016-03-23","10+","Disney Springs","3791"
"2016-03-23","10+","Disney's Animal Kingdom Theme Park","3960"
"2016-03-23","10+","Disney's Animal Kingdom Theme Park Resort Area","1308"
"2016-03-23","10+","Disney's BoardWalk","172"
"2016-03-23","10+","Disney's Hollywood Studios","6049"
"2016-03-23","10+","Downtown Disney Resort Area","171"
"2016-03-23","10+","Epcot","9607"
"2016-03-23","10+","Epcot Resort Area","2011"
"2016-03-23","10+","Magic Kingdom Park","11515"
"2016-03-23","10+","Magic Kingdom Resort Area","10786"
"2016-03-24","10+","Destination","405"
"2016-03-24","10+","Disney Springs","4083"
"2016-03-24","10+","Disney's Animal Kingdom Theme Park","3703"
"2016-03-24","10+","Disney's Animal Kingdom Theme Park Resort Area","1260"
"2016-03-24","10+","Disney's BoardWalk","260"
"2016-03-24","10+","Disney's Hollywood Studios","6061"
"2016-03-24","10+","Downtown Disney Resort Area","149"
"2016-03-24","10+","Epcot","9964"
"2016-03-24","10+","Epcot Resort Area","2168"
"2016-03-24","10+","Four Seasons Resort Orlando at Walt Disney World Resort","3"
"2016-03-24","10+","Magic Kingdom Park","11180"
"2016-03-24","10+","Magic Kingdom Resort Area","10952"
"2016-03-25","10+","Destination","421"
"2016-03-25","10+","Disney Springs","4246"
"2016-03-25","10+","Disney's Animal Kingdom Theme Park","3615"
"2016-03-25","10+","Disney's Animal Kingdom Theme Park Resort Area","1282"
"2016-03-25","10+","Disney's BoardWalk","305"
"2016-03-25","10+","Disney's Hollywood Studios","6410"
"2016-03-25","10+","Downtown Disney Resort Area","163"
"2016-03-25","10+","Epcot","9744"
"2016-03-25","10+","Epcot Resort Area","2499"
"2016-03-25","10+","Magic Kingdom Park","11018"
"2016-03-25","10+","Magic Kingdom Resort Area","11355"
"2016-03-26","10+","Destination","857"
"2016-03-26","10+","Disney Springs","5034"
"2016-03-26","10+","Disney's Animal Kingdom Theme Park","4357"
"2016-03-26","10+","Disney's Animal Kingdom Theme Park Resort Area","1714"
"2016-03-26","10+","Disney's BoardWalk","307"
"2016-03-26","10+","Disney's Hollywood Studios","6475"
"2016-03-26","10+","Downtown Disney Resort Area","239"
"2016-03-26","10+","Epcot","10109"
"2016-03-26","10+","Epcot Resort Area","2616"
"2016-03-26","10+","Four Seasons Resort Orlando at Walt Disney World Resort","4"
"2016-03-26","10+","Magic Kingdom Park","11216"
"2016-03-26","10+","Magic Kingdom Resort Area","11678"
"2016-03-27","10+","Destination","1848"
"2016-03-27","10+","Disney Springs","5546"
"2016-03-27","10+","Disney's Animal Kingdom Theme Park","4492"
"2016-03-27","10+","Disney's Animal Kingdom Theme Park Resort Area","1863"
"2016-03-27","10+","Disney's BoardWalk","478"
"2016-03-27","10+","Disney's Hollywood Studios","6642"
"2016-03-27","10+","Downtown Disney Resort Area","372"
"2016-03-27","10+","Epcot","12565"
"2016-03-27","10+","Epcot Resort Area","3296"
"2016-03-27","10+","Magic Kingdom Park","11799"
"2016-03-27","10+","Magic Kingdom Resort Area","13916"
"2016-03-27","10+","WDW Resort Area","105"
"2016-03-28","10+","Destination","635"
"2016-03-28","10+","Disney Springs","5060"
"2016-03-28","10+","Disney's Animal Kingdom Theme Park","4872"
"2016-03-28","10+","Disney's Animal Kingdom Theme Park Resort Area","1726"
"2016-03-28","10+","Disney's BoardWalk","321"
"2016-03-28","10+","Disney's Hollywood Studios","6506"
"2016-03-28","10+","Downtown Disney Resort Area","261"
"2016-03-28","10+","Epcot","11359"
"2016-03-28","10+","Epcot Resort Area","2367"
"2016-03-28","10+","Magic Kingdom Park","12004"
"2016-03-28","10+","Magic Kingdom Resort Area","10935"
"2016-03-29","10+","Destination","551"
"2016-03-29","10+","Disney Springs","4237"
"2016-03-29","10+","Disney's Animal Kingdom Theme Park","4483"
"2016-03-29","10+","Disney's Animal Kingdom Theme Park Resort Area","1687"
"2016-03-29","10+","Disney's BoardWalk","268"
"2016-03-29","10+","Disney's Hollywood Studios","6588"
"2016-03-29","10+","Downtown Disney Resort Area","245"
"2016-03-29","10+","Epcot","12316"
"2016-03-29","10+","Epcot Resort Area","2167"
"2016-03-29","10+","Four Seasons Resort Orlando at Walt Disney World Resort","6"
"2016-03-29","10+","Magic Kingdom Park","11586"
"2016-03-29","10+","Magic Kingdom Resort Area","11869"
"2016-03-30","10+","Destination","397"
"2016-03-30","10+","Disney Springs","4348"
"2016-03-30","10+","Disney's Animal Kingdom Theme Park","4502"
"2016-03-30","10+","Disney's Animal Kingdom Theme Park Resort Area","1517"
"2016-03-30","10+","Disney's BoardWalk","249"
"2016-03-30","10+","Disney's Hollywood Studios","6563"
"2016-03-30","10+","Downtown Disney Resort Area","211"
"2016-03-30","10+","Epcot","11365"
"2016-03-30","10+","Epcot Resort Area","2217"
"2016-03-30","10+","Magic Kingdom Park","12035"
"2016-03-30","10+","Magic Kingdom Resort Area","11313"
"2016-03-31","10+","Destination","362"
"2016-03-31","10+","Disney Springs","4041"
"2016-03-31","10+","Disney's Animal Kingdom Theme Park","4216"
"2016-03-31","10+","Disney's Animal Kingdom Theme Park Resort Area","1495"
"2016-03-31","10+","Disney's BoardWalk","209"
"2016-03-31","10+","Disney's Hollywood Studios","6309"
"2016-03-31","10+","Downtown Disney Resort Area","137"
"2016-03-31","10+","Epcot","10157"
"2016-03-31","10+","Epcot Resort Area","1981"
"2016-03-31","10+","Four Seasons Resort Orlando at Walt Disney World Resort","12"
"2016-03-31","10+","Magic Kingdom Park","10679"
"2016-03-31","10+","Magic Kingdom Resort Area","10829"
"2016-04-01","10+","Destination","351"
"2016-04-01","10+","Disney Springs","3587"
"2016-04-01","10+","Disney's Animal Kingdom Theme Park","3332"
"2016-04-01","10+","Disney's Animal Kingdom Theme Park Resort Area","1246"
"2016-04-01","10+","Disney's BoardWalk","218"
"2016-04-01","10+","Disney's Hollywood Studios","6031"
"2016-04-01","10+","Downtown Disney Resort Area","132"
"2016-04-01","10+","Epcot","8430"
"2016-04-01","10+","Epcot Resort Area","1690"
"2016-04-01","10+","Magic Kingdom Park","10479"
"2016-04-01","10+","Magic Kingdom Resort Area","10366"
"2016-04-02","10+","Destination","580"
"2016-04-02","10+","Disney Springs","3882"
"2016-04-02","10+","Disney's Animal Kingdom Theme Park","2928"
"2016-04-02","10+","Disney's Animal Kingdom Theme Park Resort Area","1294"
"2016-04-02","10+","Disney's BoardWalk","233"
"2016-04-02","10+","Disney's Hollywood Studios","5138"
"2016-04-02","10+","Downtown Disney Resort Area","178"
"2016-04-02","10+","Epcot","7440"
"2016-04-02","10+","Epcot Resort Area","1847"
"2016-04-02","10+","Four Seasons Resort Orlando at Walt Disney World Resort","4"
"2016-04-02","10+","Magic Kingdom Park","9423"
"2016-04-02","10+","Magic Kingdom Resort Area","10415"
"2016-04-03","10+","Destination","601"
"2016-04-03","10+","Disney Springs","3874"
"2016-04-03","10+","Disney's Animal Kingdom Theme Park","3354"
"2016-04-03","10+","Disney's Animal Kingdom Theme Park Resort Area","1382"
"2016-04-03","10+","Disney's BoardWalk","165"
"2016-04-03","10+","Disney's Hollywood Studios","6100"
"2016-04-03","10+","Downtown Disney Resort Area","196"
"2016-04-03","10+","Epcot","8340"
"2016-04-03","10+","Epcot Resort Area","1798"
"2016-04-03","10+","Magic Kingdom Park","10954"
"2016-04-03","10+","Magic Kingdom Resort Area","9944"
"2016-04-04","10+","Destination","409"
"2016-04-04","10+","Disney Springs","3325"
"2016-04-04","10+","Disney's Animal Kingdom Theme Park","4504"
"2016-04-04","10+","Disney's Animal Kingdom Theme Park Resort Area","1633"
"2016-04-04","10+","Disney's BoardWalk","259"
"2016-04-04","10+","Disney's Hollywood Studios","6410"
"2016-04-04","10+","Downtown Disney Resort Area","214"
"2016-04-04","10+","Epcot","9469"
"2016-04-04","10+","Epcot Resort Area","1808"
"2016-04-04","10+","Magic Kingdom Park","11204"
"2016-04-04","10+","Magic Kingdom Resort Area","9867"
"2016-04-05","10+","Destination","378"
"2016-04-05","10+","Disney Springs","3095"
"2016-04-05","10+","Disney's Animal Kingdom Theme Park","3830"
"2016-04-05","10+","Disney's Animal Kingdom Theme Park Resort Area","1279"
