"dining_usg_dt","booking_window_range","park_area_nm","nb_dining_gst"
"2015-04-23","60+","Disney's BoardWalk","152"
"2015-04-23","60+","Disney's Hollywood Studios","3236"
"2015-04-23","60+","Downtown Disney Resort Area","45"
"2015-04-23","60+","Epcot","5132"
"2015-04-23","60+","Epcot Resort Area","810"
"2015-04-23","60+","Four Seasons Resort Orlando at Walt Disney World Resort","43"
"2015-04-23","60+","Magic Kingdom Park","4826"
"2015-04-23","60+","Magic Kingdom Resort Area","6856"
"2015-04-24","60+","Destination","102"
"2015-04-24","60+","Disney Springs","1394"
"2015-04-24","60+","Disney's Animal Kingdom Theme Park","1146"
"2015-04-24","60+","Disney's Animal Kingdom Theme Park Resort Area","434"
"2015-04-24","60+","Disney's BoardWalk","220"
"2015-04-24","60+","Disney's Hollywood Studios","2892"
"2015-04-24","60+","Downtown Disney Resort Area","53"
"2015-04-24","60+","Epcot","5125"
"2015-04-24","60+","Epcot Resort Area","856"
"2015-04-24","60+","Magic Kingdom Park","4429"
"2015-04-24","60+","Magic Kingdom Resort Area","6318"
"2015-04-25","60+","Destination","179"
"2015-04-25","60+","Disney Springs","1477"
"2015-04-25","60+","Disney's Animal Kingdom Theme Park","1267"
"2015-04-25","60+","Disney's Animal Kingdom Theme Park Resort Area","541"
"2015-04-25","60+","Disney's BoardWalk","181"
"2015-04-25","60+","Disney's Hollywood Studios","2451"
"2015-04-25","60+","Downtown Disney Resort Area","101"
"2015-04-25","60+","Epcot","3725"
"2015-04-25","60+","Epcot Resort Area","809"
"2015-04-25","60+","Four Seasons Resort Orlando at Walt Disney World Resort","18"
"2015-04-25","60+","Magic Kingdom Park","4430"
"2015-04-25","60+","Magic Kingdom Resort Area","6606"
"2015-04-26","60+","Destination","210"
"2015-04-26","60+","Disney Springs","1352"
"2015-04-26","60+","Disney's Animal Kingdom Theme Park","1616"
"2015-04-26","60+","Disney's Animal Kingdom Theme Park Resort Area","551"
"2015-04-26","60+","Disney's BoardWalk","128"
"2015-04-26","60+","Disney's Hollywood Studios","3170"
"2015-04-26","60+","Downtown Disney Resort Area","48"
"2015-04-26","60+","Epcot","4035"
"2015-04-26","60+","Epcot Resort Area","748"
"2015-04-26","60+","Four Seasons Resort Orlando at Walt Disney World Resort","2"
"2015-04-26","60+","Magic Kingdom Park","5057"
"2015-04-26","60+","Magic Kingdom Resort Area","5816"
"2015-04-27","60+","Destination","98"
"2015-04-27","60+","Disney Springs","1054"
"2015-04-27","60+","Disney's Animal Kingdom Theme Park","1827"
"2015-04-27","60+","Disney's Animal Kingdom Theme Park Resort Area","479"
"2015-04-27","60+","Disney's BoardWalk","188"
"2015-04-27","60+","Disney's Hollywood Studios","4045"
"2015-04-27","60+","Downtown Disney Resort Area","28"
"2015-04-27","60+","Epcot","4801"
"2015-04-27","60+","Epcot Resort Area","841"
"2015-04-27","60+","Four Seasons Resort Orlando at Walt Disney World Resort","4"
"2015-04-27","60+","Magic Kingdom Park","5471"
"2015-04-27","60+","Magic Kingdom Resort Area","5834"
"2015-04-28","60+","Destination","88"
"2015-04-28","60+","Disney Springs","1157"
"2015-04-28","60+","Disney's Animal Kingdom Theme Park","1266"
"2015-04-28","60+","Disney's Animal Kingdom Theme Park Resort Area","463"
"2015-04-28","60+","Disney's BoardWalk","120"
"2015-04-28","60+","Disney's Hollywood Studios","4049"
"2015-04-28","60+","Downtown Disney Resort Area","72"
"2015-04-28","60+","Epcot","4390"
"2015-04-28","60+","Epcot Resort Area","730"
"2015-04-28","60+","Magic Kingdom Park","5179"
"2015-04-28","60+","Magic Kingdom Resort Area","6025"
"2015-04-29","60+","Destination","110"
"2015-04-29","60+","Disney Springs","1282"
"2015-04-29","60+","Disney's Animal Kingdom Theme Park","1858"
"2015-04-29","60+","Disney's Animal Kingdom Theme Park Resort Area","525"
"2015-04-29","60+","Disney's BoardWalk","169"
"2015-04-29","60+","Disney's Hollywood Studios","3074"
"2015-04-29","60+","Downtown Disney Resort Area","100"
"2015-04-29","60+","Epcot","4357"
"2015-04-29","60+","Epcot Resort Area","733"
"2015-04-29","60+","Magic Kingdom Park","5090"
"2015-04-29","60+","Magic Kingdom Resort Area","6148"
"2015-04-30","60+","Destination","104"
"2015-04-30","60+","Disney Springs","1198"
"2015-04-30","60+","Disney's Animal Kingdom Theme Park","1454"
"2015-04-30","60+","Disney's Animal Kingdom Theme Park Resort Area","500"
"2015-04-30","60+","Disney's BoardWalk","125"
"2015-04-30","60+","Disney's Hollywood Studios","2799"
"2015-04-30","60+","Downtown Disney Resort Area","61"
"2015-04-30","60+","Epcot","4398"
"2015-04-30","60+","Epcot Resort Area","738"
"2015-04-30","60+","Four Seasons Resort Orlando at Walt Disney World Resort","29"
"2015-04-30","60+","Magic Kingdom Park","5837"
"2015-04-30","60+","Magic Kingdom Resort Area","6304"
"2015-05-01","60+","Destination","104"
"2015-05-01","60+","Disney Springs","1197"
"2015-05-01","60+","Disney's Animal Kingdom Theme Park","1276"
"2015-05-01","60+","Disney's Animal Kingdom Theme Park Resort Area","544"
"2015-05-01","60+","Disney's BoardWalk","215"
"2015-05-01","60+","Disney's Hollywood Studios","2676"
"2015-05-01","60+","Downtown Disney Resort Area","49"
"2015-05-01","60+","Epcot","4877"
"2015-05-01","60+","Epcot Resort Area","832"
"2015-05-01","60+","Magic Kingdom Park","5525"
"2015-05-01","60+","Magic Kingdom Resort Area","6048"
"2015-05-02","60+","Destination","161"
"2015-05-02","60+","Disney Springs","1458"
"2015-05-02","60+","Disney's Animal Kingdom Theme Park","1506"
"2015-05-02","60+","Disney's Animal Kingdom Theme Park Resort Area","605"
"2015-05-02","60+","Disney's BoardWalk","233"
"2015-05-02","60+","Disney's Hollywood Studios","2591"
"2015-05-02","60+","Downtown Disney Resort Area","109"
"2015-05-02","60+","Epcot","3842"
"2015-05-02","60+","Epcot Resort Area","961"
"2015-05-02","60+","Four Seasons Resort Orlando at Walt Disney World Resort","22"
"2015-05-02","60+","Magic Kingdom Park","5630"
"2015-05-02","60+","Magic Kingdom Resort Area","6858"
"2015-05-03","60+","Destination","218"
"2015-05-03","60+","Disney Springs","1699"
"2015-05-03","60+","Disney's Animal Kingdom Theme Park","2248"
"2015-05-03","60+","Disney's Animal Kingdom Theme Park Resort Area","674"
"2015-05-03","60+","Disney's BoardWalk","225"
"2015-05-03","60+","Disney's Hollywood Studios","3801"
"2015-05-03","60+","Downtown Disney Resort Area","100"
"2015-05-03","60+","Epcot","4300"
"2015-05-03","60+","Epcot Resort Area","878"
"2015-05-03","60+","Four Seasons Resort Orlando at Walt Disney World Resort","2"
"2015-05-03","60+","Magic Kingdom Park","6276"
"2015-05-03","60+","Magic Kingdom Resort Area","6696"
"2015-05-04","60+","Destination","153"
"2015-05-04","60+","Disney Springs","1530"
"2015-05-04","60+","Disney's Animal Kingdom Theme Park","2131"
"2015-05-04","60+","Disney's Animal Kingdom Theme Park Resort Area","482"
"2015-05-04","60+","Disney's BoardWalk","195"
"2015-05-04","60+","Disney's Hollywood Studios","5696"
"2015-05-04","60+","Downtown Disney Resort Area","35"
"2015-05-04","60+","Epcot","5449"
"2015-05-04","60+","Epcot Resort Area","931"
"2015-05-04","60+","Magic Kingdom Park","6348"
"2015-05-04","60+","Magic Kingdom Resort Area","6289"
"2015-05-05","60+","Destination","116"
"2015-05-05","60+","Disney Springs","1496"
"2015-05-05","60+","Disney's Animal Kingdom Theme Park","1740"
"2015-05-05","60+","Disney's Animal Kingdom Theme Park Resort Area","542"
"2015-05-05","60+","Disney's BoardWalk","172"
"2015-05-05","60+","Disney's Hollywood Studios","4603"
"2015-05-05","60+","Downtown Disney Resort Area","109"
"2015-05-05","60+","Epcot","6128"
"2015-05-05","60+","Epcot Resort Area","948"
"2015-05-05","60+","Four Seasons Resort Orlando at Walt Disney World Resort","4"
"2015-05-05","60+","Magic Kingdom Park","6108"
"2015-05-05","60+","Magic Kingdom Resort Area","6958"
"2015-05-06","60+","Destination","131"
"2015-05-06","60+","Disney Springs","1563"
"2015-05-06","60+","Disney's Animal Kingdom Theme Park","2343"
"2015-05-06","60+","Disney's Animal Kingdom Theme Park Resort Area","659"
"2015-05-06","60+","Disney's BoardWalk","169"
"2015-05-06","60+","Disney's Hollywood Studios","4302"
"2015-05-06","60+","Downtown Disney Resort Area","83"
"2015-05-06","60+","Epcot","5300"
"2015-05-06","60+","Epcot Resort Area","867"
"2015-05-06","60+","Magic Kingdom Park","5900"
"2015-05-06","60+","Magic Kingdom Resort Area","6724"
"2015-05-07","60+","Destination","158"
"2015-05-07","60+","Disney Springs","1465"
"2015-05-07","60+","Disney's Animal Kingdom Theme Park","2216"
"2015-05-07","60+","Disney's Animal Kingdom Theme Park Resort Area","717"
"2015-05-07","60+","Disney's BoardWalk","217"
"2015-05-07","60+","Disney's Hollywood Studios","3818"
"2015-05-07","60+","Downtown Disney Resort Area","88"
"2015-05-07","60+","Epcot","5367"
"2015-05-07","60+","Epcot Resort Area","741"
"2015-05-07","60+","Four Seasons Resort Orlando at Walt Disney World Resort","38"
"2015-05-07","60+","Magic Kingdom Park","6247"
"2015-05-07","60+","Magic Kingdom Resort Area","7272"
"2015-05-08","60+","Destination","118"
"2015-05-08","60+","Disney Springs","1387"
"2015-05-08","60+","Disney's Animal Kingdom Theme Park","1506"
"2015-05-08","60+","Disney's Animal Kingdom Theme Park Resort Area","521"
"2015-05-08","60+","Disney's BoardWalk","160"
"2015-05-08","60+","Disney's Hollywood Studios","3808"
"2015-05-08","60+","Downtown Disney Resort Area","73"
"2015-05-08","60+","Epcot","5939"
"2015-05-08","60+","Epcot Resort Area","889"
"2015-05-08","60+","Magic Kingdom Park","5811"
"2015-05-08","60+","Magic Kingdom Resort Area","6578"
"2015-05-09","60+","Destination","205"
"2015-05-09","60+","Disney Springs","1608"
"2015-05-09","60+","Disney's Animal Kingdom Theme Park","1515"
"2015-05-09","60+","Disney's Animal Kingdom Theme Park Resort Area","638"
"2015-05-09","60+","Disney's BoardWalk","211"
"2015-05-09","60+","Disney's Hollywood Studios","3402"
"2015-05-09","60+","Downtown Disney Resort Area","61"
"2015-05-09","60+","Epcot","4129"
"2015-05-09","60+","Epcot Resort Area","808"
"2015-05-09","60+","Four Seasons Resort Orlando at Walt Disney World Resort","41"
"2015-05-09","60+","Magic Kingdom Park","5757"
"2015-05-09","60+","Magic Kingdom Resort Area","7414"
"2015-05-10","60+","Destination","277"
"2015-05-10","60+","Disney Springs","1833"
"2015-05-10","60+","Disney's Animal Kingdom Theme Park","1972"
"2015-05-10","60+","Disney's Animal Kingdom Theme Park Resort Area","901"
"2015-05-10","60+","Disney's BoardWalk","285"
"2015-05-10","60+","Disney's Hollywood Studios","3451"
"2015-05-10","60+","Downtown Disney Resort Area","119"
"2015-05-10","60+","Epcot","5182"
"2015-05-10","60+","Epcot Resort Area","1409"
"2015-05-10","60+","Magic Kingdom Park","6086"
"2015-05-10","60+","Magic Kingdom Resort Area","8363"
"2015-05-11","60+","Destination","114"
"2015-05-11","60+","Disney Springs","1362"
"2015-05-11","60+","Disney's Animal Kingdom Theme Park","1909"
"2015-05-11","60+","Disney's Animal Kingdom Theme Park Resort Area","586"
"2015-05-11","60+","Disney's BoardWalk","144"
"2015-05-11","60+","Disney's Hollywood Studios","5425"
"2015-05-11","60+","Downtown Disney Resort Area","67"
"2015-05-11","60+","Epcot","4815"
"2015-05-11","60+","Epcot Resort Area","863"
"2015-05-11","60+","Four Seasons Resort Orlando at Walt Disney World Resort","3"
"2015-05-11","60+","Magic Kingdom Park","6066"
"2015-05-11","60+","Magic Kingdom Resort Area","5894"
"2015-05-12","60+","Destination","95"
"2015-05-12","60+","Disney Springs","1344"
"2015-05-12","60+","Disney's Animal Kingdom Theme Park","1757"
"2015-05-12","60+","Disney's Animal Kingdom Theme Park Resort Area","606"
"2015-05-12","60+","Disney's BoardWalk","154"
"2015-05-12","60+","Disney's Hollywood Studios","4594"
"2015-05-12","60+","Downtown Disney Resort Area","70"
"2015-05-12","60+","Epcot","5359"
"2015-05-12","60+","Epcot Resort Area","762"
"2015-05-12","60+","Four Seasons Resort Orlando at Walt Disney World Resort","3"
"2015-05-12","60+","Magic Kingdom Park","5904"
"2015-05-12","60+","Magic Kingdom Resort Area","6489"
"2015-05-13","60+","Destination","108"
"2015-05-13","60+","Disney Springs","1654"
"2015-05-13","60+","Disney's Animal Kingdom Theme Park","2026"
"2015-05-13","60+","Disney's Animal Kingdom Theme Park Resort Area","763"
"2015-05-13","60+","Disney's BoardWalk","200"
"2015-05-13","60+","Disney's Hollywood Studios","4073"
"2015-05-13","60+","Downtown Disney Resort Area","94"
"2015-05-13","60+","Epcot","4966"
"2015-05-13","60+","Epcot Resort Area","850"
"2015-05-13","60+","Magic Kingdom Park","5460"
"2015-05-13","60+","Magic Kingdom Resort Area","6341"
"2015-05-14","60+","Destination","170"
"2015-05-14","60+","Disney Springs","1494"
"2015-05-14","60+","Disney's Animal Kingdom Theme Park","1666"
"2015-05-14","60+","Disney's Animal Kingdom Theme Park Resort Area","618"
"2015-05-14","60+","Disney's BoardWalk","172"
"2015-05-14","60+","Disney's Hollywood Studios","4182"
"2015-05-14","60+","Downtown Disney Resort Area","73"
"2015-05-14","60+","Epcot","4939"
"2015-05-14","60+","Epcot Resort Area","723"
"2015-05-14","60+","Four Seasons Resort Orlando at Walt Disney World Resort","40"
"2015-05-14","60+","Magic Kingdom Park","6191"
"2015-05-14","60+","Magic Kingdom Resort Area","7094"
"2015-05-15","60+","Destination","126"
"2015-05-15","60+","Disney Springs","1281"
"2015-05-15","60+","Disney's Animal Kingdom Theme Park","1433"
"2015-05-15","60+","Disney's Animal Kingdom Theme Park Resort Area","539"
"2015-05-15","60+","Disney's BoardWalk","243"
"2015-05-15","60+","Disney's Hollywood Studios","4781"
"2015-05-15","60+","Downtown Disney Resort Area","54"
"2015-05-15","60+","Epcot","5992"
"2015-05-15","60+","Epcot Resort Area","974"
"2015-05-15","60+","Magic Kingdom Park","5635"
"2015-05-15","60+","Magic Kingdom Resort Area","6098"
"2015-05-16","60+","Destination","260"
"2015-05-16","60+","Disney Springs","1773"
"2015-05-16","60+","Disney's Animal Kingdom Theme Park","1561"
"2015-05-16","60+","Disney's Animal Kingdom Theme Park Resort Area","613"
"2015-05-16","60+","Disney's BoardWalk","194"
"2015-05-16","60+","Disney's Hollywood Studios","3566"
"2015-05-16","60+","Downtown Disney Resort Area","65"
"2015-05-16","60+","Epcot","4356"
"2015-05-16","60+","Epcot Resort Area","1038"
"2015-05-16","60+","Four Seasons Resort Orlando at Walt Disney World Resort","17"
"2015-05-16","60+","Magic Kingdom Park","6307"
"2015-05-16","60+","Magic Kingdom Resort Area","7239"
"2015-05-17","60+","Destination","165"
"2015-05-17","60+","Disney Springs","1640"
"2015-05-17","60+","Disney's Animal Kingdom Theme Park","1944"
"2015-05-17","60+","Disney's Animal Kingdom Theme Park Resort Area","669"
"2015-05-17","60+","Disney's BoardWalk","225"
"2015-05-17","60+","Disney's Hollywood Studios","3733"
"2015-05-17","60+","Downtown Disney Resort Area","106"
"2015-05-17","60+","Epcot","5063"
"2015-05-17","60+","Epcot Resort Area","990"
"2015-05-17","60+","Magic Kingdom Park","6106"
"2015-05-17","60+","Magic Kingdom Resort Area","6400"
"2015-05-18","60+","Destination","140"
"2015-05-18","60+","Disney Springs","1431"
"2015-05-18","60+","Disney's Animal Kingdom Theme Park","1989"
"2015-05-18","60+","Disney's Animal Kingdom Theme Park Resort Area","596"
"2015-05-18","60+","Disney's BoardWalk","143"
"2015-05-18","60+","Disney's Hollywood Studios","5423"
"2015-05-18","60+","Downtown Disney Resort Area","55"
"2015-05-18","60+","Epcot","4729"
"2015-05-18","60+","Epcot Resort Area","913"
"2015-05-18","60+","Magic Kingdom Park","6693"
"2015-05-18","60+","Magic Kingdom Resort Area","6343"
"2015-05-19","60+","Destination","104"
"2015-05-19","60+","Disney Springs","1347"
"2015-05-19","60+","Disney's Animal Kingdom Theme Park","1893"
"2015-05-19","60+","Disney's Animal Kingdom Theme Park Resort Area","570"
"2015-05-19","60+","Disney's BoardWalk","119"
"2015-05-19","60+","Disney's Hollywood Studios","4308"
"2015-05-19","60+","Downtown Disney Resort Area","53"
"2015-05-19","60+","Epcot","5220"
"2015-05-19","60+","Epcot Resort Area","909"
"2015-05-19","60+","Magic Kingdom Park","6008"
"2015-05-19","60+","Magic Kingdom Resort Area","6469"
"2015-05-20","60+","Destination","139"
"2015-05-20","60+","Disney Springs","1565"
"2015-05-20","60+","Disney's Animal Kingdom Theme Park","2035"
"2015-05-20","60+","Disney's Animal Kingdom Theme Park Resort Area","679"
"2015-05-20","60+","Disney's BoardWalk","190"
"2015-05-20","60+","Disney's Hollywood Studios","4032"
"2015-05-20","60+","Downtown Disney Resort Area","87"
"2015-05-20","60+","Epcot","4917"
"2015-05-20","60+","Epcot Resort Area","894"
"2015-05-20","60+","Magic Kingdom Park","5753"
"2015-05-20","60+","Magic Kingdom Resort Area","6116"
"2015-05-21","60+","Destination","137"
"2015-05-21","60+","Disney Springs","1557"
"2015-05-21","60+","Disney's Animal Kingdom Theme Park","1740"
"2015-05-21","60+","Disney's Animal Kingdom Theme Park Resort Area","452"
"2015-05-21","60+","Disney's BoardWalk","172"
"2015-05-21","60+","Disney's Hollywood Studios","4379"
"2015-05-21","60+","Downtown Disney Resort Area","51"
"2015-05-21","60+","Epcot","4702"
"2015-05-21","60+","Epcot Resort Area","699"
"2015-05-21","60+","Four Seasons Resort Orlando at Walt Disney World Resort","27"
"2015-05-21","60+","Magic Kingdom Park","6544"
"2015-05-21","60+","Magic Kingdom Resort Area","6820"
"2015-05-22","60+","Destination","144"
"2015-05-22","60+","Disney Springs","1560"
"2015-05-22","60+","Disney's Animal Kingdom Theme Park","1412"
"2015-05-22","60+","Disney's Animal Kingdom Theme Park Resort Area","624"
"2015-05-22","60+","Disney's BoardWalk","213"
"2015-05-22","60+","Disney's Hollywood Studios","4118"
"2015-05-22","60+","Downtown Disney Resort Area","59"
"2015-05-22","60+","Epcot","5741"
"2015-05-22","60+","Epcot Resort Area","865"
"2015-05-22","60+","Magic Kingdom Park","7028"
"2015-05-22","60+","Magic Kingdom Resort Area","6576"
"2015-05-23","60+","Destination","331"
"2015-05-23","60+","Disney Springs","2022"
"2015-05-23","60+","Disney's Animal Kingdom Theme Park","1490"
"2015-05-23","60+","Disney's Animal Kingdom Theme Park Resort Area","647"
"2015-05-23","60+","Disney's BoardWalk","248"
"2015-05-23","60+","Disney's Hollywood Studios","4218"
"2015-05-23","60+","Downtown Disney Resort Area","91"
"2015-05-23","60+","Epcot","5180"
"2015-05-23","60+","Epcot Resort Area","925"
"2015-05-23","60+","Magic Kingdom Park","6292"
"2015-05-23","60+","Magic Kingdom Resort Area","8331"
"2015-05-24","60+","Destination","270"
"2015-05-24","60+","Disney Springs","2095"
"2015-05-24","60+","Disney's Animal Kingdom Theme Park","2579"
"2015-05-24","60+","Disney's Animal Kingdom Theme Park Resort Area","783"
"2015-05-24","60+","Disney's BoardWalk","154"
"2015-05-24","60+","Disney's Hollywood Studios","4694"
"2015-05-24","60+","Downtown Disney Resort Area","93"
"2015-05-24","60+","Epcot","5629"
"2015-05-24","60+","Epcot Resort Area","1212"
"2015-05-24","60+","Magic Kingdom Park","6606"
"2015-05-24","60+","Magic Kingdom Resort Area","6889"
"2015-05-25","60+","Destination","150"
"2015-05-25","60+","Disney Springs","1794"
"2015-05-25","60+","Disney's Animal Kingdom Theme Park","2606"
"2015-05-25","60+","Disney's Animal Kingdom Theme Park Resort Area","658"
"2015-05-25","60+","Disney's BoardWalk","184"
"2015-05-25","60+","Disney's Hollywood Studios","5395"
"2015-05-25","60+","Downtown Disney Resort Area","108"
"2015-05-25","60+","Epcot","5780"
"2015-05-25","60+","Epcot Resort Area","1223"
"2015-05-25","60+","Magic Kingdom Park","6551"
"2015-05-25","60+","Magic Kingdom Resort Area","7288"
"2015-05-26","60+","Destination","114"
"2015-05-26","60+","Disney Springs","1623"
"2015-05-26","60+","Disney's Animal Kingdom Theme Park","2186"
"2015-05-26","60+","Disney's Animal Kingdom Theme Park Resort Area","624"
"2015-05-26","60+","Disney's BoardWalk","222"
"2015-05-26","60+","Disney's Hollywood Studios","5395"
"2015-05-26","60+","Downtown Disney Resort Area","98"
"2015-05-26","60+","Epcot","6096"
"2015-05-26","60+","Epcot Resort Area","984"
"2015-05-26","60+","Four Seasons Resort Orlando at Walt Disney World Resort","10"
"2015-05-26","60+","Magic Kingdom Park","7621"
"2015-05-26","60+","Magic Kingdom Resort Area","7550"
"2015-05-27","60+","Destination","102"
"2015-05-27","60+","Disney Springs","1677"
"2015-05-27","60+","Disney's Animal Kingdom Theme Park","2847"
"2015-05-27","60+","Disney's Animal Kingdom Theme Park Resort Area","706"
"2015-05-27","60+","Disney's BoardWalk","171"
"2015-05-27","60+","Disney's Hollywood Studios","5357"
"2015-05-27","60+","Downtown Disney Resort Area","74"
"2015-05-27","60+","Epcot","5622"
"2015-05-27","60+","Epcot Resort Area","968"
"2015-05-27","60+","Magic Kingdom Park","7161"
"2015-05-27","60+","Magic Kingdom Resort Area","7044"
"2015-05-28","60+","Destination","187"
"2015-05-28","60+","Disney Springs","1598"
"2015-05-28","60+","Disney's Animal Kingdom Theme Park","1971"
"2015-05-28","60+","Disney's Animal Kingdom Theme Park Resort Area","574"
"2015-05-28","60+","Disney's BoardWalk","141"
"2015-05-28","60+","Disney's Hollywood Studios","4924"
"2015-05-28","60+","Downtown Disney District","7"
"2015-05-28","60+","Downtown Disney Resort Area","84"
"2015-05-28","60+","Epcot","5520"
"2015-05-28","60+","Epcot Resort Area","799"
"2015-05-28","60+","Four Seasons Resort Orlando at Walt Disney World Resort","26"
"2015-05-28","60+","Magic Kingdom Park","7325"
"2015-05-28","60+","Magic Kingdom Resort Area","7588"
"2015-05-29","60+","Destination","100"
"2015-05-29","60+","Disney Springs","1441"
"2015-05-29","60+","Disney's Animal Kingdom Theme Park","1749"
"2015-05-29","60+","Disney's Animal Kingdom Theme Park Resort Area","484"
"2015-05-29","60+","Disney's BoardWalk","193"
"2015-05-29","60+","Disney's Hollywood Studios","4500"
"2015-05-29","60+","Downtown Disney Resort Area","81"
"2015-05-29","60+","Epcot","6243"
"2015-05-29","60+","Epcot Resort Area","853"
"2015-05-29","60+","Four Seasons Resort Orlando at Walt Disney World Resort","7"
"2015-05-29","60+","Magic Kingdom Park","6725"
"2015-05-29","60+","Magic Kingdom Resort Area","6650"
"2015-05-30","60+","Destination","213"
"2015-05-30","60+","Disney Springs","1663"
"2015-05-30","60+","Disney's Animal Kingdom Theme Park","1599"
"2015-05-30","60+","Disney's Animal Kingdom Theme Park Resort Area","645"
"2015-05-30","60+","Disney's BoardWalk","181"
"2015-05-30","60+","Disney's Hollywood Studios","3504"
"2015-05-30","60+","Downtown Disney Resort Area","75"
"2015-05-30","60+","Epcot","4009"
"2015-05-30","60+","Epcot Resort Area","841"
"2015-05-30","60+","Four Seasons Resort Orlando at Walt Disney World Resort","16"
"2015-05-30","60+","Magic Kingdom Park","6794"
"2015-05-30","60+","Magic Kingdom Resort Area","7428"
"2015-05-31","60+","Destination","133"
"2015-05-31","60+","Disney Springs","1771"
"2015-05-31","60+","Disney's Animal Kingdom Theme Park","2132"
"2015-05-31","60+","Disney's Animal Kingdom Theme Park Resort Area","702"
"2015-05-31","60+","Disney's BoardWalk","155"
"2015-05-31","60+","Disney's Hollywood Studios","4448"
"2015-05-31","60+","Downtown Disney Resort Area","145"
"2015-05-31","60+","Epcot","5540"
"2015-05-31","60+","Epcot Resort Area","919"
"2015-05-31","60+","Four Seasons Resort Orlando at Walt Disney World Resort","3"
"2015-05-31","60+","Magic Kingdom Park","2968"
"2015-05-31","60+","Magic Kingdom Resort Area","6057"
"2015-06-01","60+","Destination","199"
"2015-06-01","60+","Disney Springs","1365"
"2015-06-01","60+","Disney's Animal Kingdom Theme Park","1970"
"2015-06-01","60+","Disney's Animal Kingdom Theme Park Resort Area","617"
"2015-06-01","60+","Disney's BoardWalk","130"
"2015-06-01","60+","Disney's Hollywood Studios","5035"
"2015-06-01","60+","Downtown Disney Resort Area","82"
"2015-06-01","60+","Epcot","5113"
"2015-06-01","60+","Epcot Resort Area","954"
"2015-06-01","60+","Magic Kingdom Park","7232"
"2015-06-01","60+","Magic Kingdom Resort Area","6023"
"2015-06-02","60+","Destination","105"
"2015-06-02","60+","Disney Springs","1404"
"2015-06-02","60+","Disney's Animal Kingdom Theme Park","2008"
"2015-06-02","60+","Disney's Animal Kingdom Theme Park Resort Area","622"
"2015-06-02","60+","Disney's BoardWalk","161"
"2015-06-02","60+","Disney's Hollywood Studios","4575"
"2015-06-02","60+","Downtown Disney Resort Area","90"
"2015-06-02","60+","Epcot","5453"
"2015-06-02","60+","Epcot Resort Area","765"
"2015-06-02","60+","Magic Kingdom Park","7186"
"2015-06-02","60+","Magic Kingdom Resort Area","6493"
"2015-06-03","60+","Destination","165"
"2015-06-03","60+","Disney Springs","1587"
"2015-06-03","60+","Disney's Animal Kingdom Theme Park","2116"
"2015-06-03","60+","Disney's Animal Kingdom Theme Park Resort Area","642"
"2015-06-03","60+","Disney's BoardWalk","154"
"2015-06-03","60+","Disney's Hollywood Studios","4155"
"2015-06-03","60+","Downtown Disney Resort Area","112"
"2015-06-03","60+","Epcot","5012"
"2015-06-03","60+","Epcot Resort Area","885"
"2015-06-03","60+","Four Seasons Resort Orlando at Walt Disney World Resort","2"
"2015-06-03","60+","Magic Kingdom Park","6613"
"2015-06-03","60+","Magic Kingdom Resort Area","6145"
"2015-06-04","60+","Destination","132"
"2015-06-04","60+","Disney Springs","1348"
"2015-06-04","60+","Disney's Animal Kingdom Theme Park","1578"
"2015-06-04","60+","Disney's Animal Kingdom Theme Park Resort Area","598"
"2015-06-04","60+","Disney's BoardWalk","144"
"2015-06-04","60+","Disney's Hollywood Studios","4133"
"2015-06-04","60+","Downtown Disney Resort Area","60"
"2015-06-04","60+","Epcot","5107"
"2015-06-04","60+","Epcot Resort Area","756"
"2015-06-04","60+","Four Seasons Resort Orlando at Walt Disney World Resort","15"
"2015-06-04","60+","Magic Kingdom Park","7288"
"2015-06-04","60+","Magic Kingdom Resort Area","6618"
"2015-06-05","60+","Destination","138"
"2015-06-05","60+","Disney Springs","1368"
"2015-06-05","60+","Disney's Animal Kingdom Theme Park","1511"
"2015-06-05","60+","Disney's Animal Kingdom Theme Park Resort Area","504"
"2015-06-05","60+","Disney's BoardWalk","113"
"2015-06-05","60+","Disney's Hollywood Studios","3914"
"2015-06-05","60+","Downtown Disney Resort Area","62"
"2015-06-05","60+","Epcot","5449"
"2015-06-05","60+","Epcot Resort Area","787"
"2015-06-05","60+","Four Seasons Resort Orlando at Walt Disney World Resort","3"
"2015-06-05","60+","Magic Kingdom Park","6676"
"2015-06-05","60+","Magic Kingdom Resort Area","6292"
"2015-06-06","60+","Destination","241"
"2015-06-06","60+","Disney Springs","1623"
"2015-06-06","60+","Disney's Animal Kingdom Theme Park","1301"
"2015-06-06","60+","Disney's Animal Kingdom Theme Park Resort Area","534"
"2015-06-06","60+","Disney's BoardWalk","176"
"2015-06-06","60+","Disney's Hollywood Studios","3760"
"2015-06-06","60+","Downtown Disney Resort Area","60"
"2015-06-06","60+","Epcot","4571"
"2015-06-06","60+","Epcot Resort Area","802"
"2015-06-06","60+","Four Seasons Resort Orlando at Walt Disney World Resort","25"
"2015-06-06","60+","Magic Kingdom Park","7111"
"2015-06-06","60+","Magic Kingdom Resort Area","7088"
"2015-06-07","60+","Destination","212"
"2015-06-07","60+","Disney Springs","2098"
"2015-06-07","60+","Disney's Animal Kingdom Theme Park","2230"
