"dining_usg_dt","booking_window_range","park_area_nm","nb_dining_gst"
"2015-02-11","0+","Disney Springs","3870"
"2015-02-11","0+","Disney's Animal Kingdom Theme Park","3244"
"2015-02-11","0+","Disney's Animal Kingdom Theme Park Resort Area","1675"
"2015-02-11","0+","Disney's BoardWalk","551"
"2015-02-11","0+","Disney's Hollywood Studios","4995"
"2015-02-11","0+","Downtown Disney Resort Area","336"
"2015-02-11","0+","Epcot","10027"
"2015-02-11","0+","Epcot Resort Area","1942"
"2015-02-11","0+","Magic Kingdom Park","7512"
"2015-02-11","0+","Magic Kingdom Resort Area","11944"
"2015-02-12","0+","Destination","783"
"2015-02-12","0+","Disney Springs","4667"
"2015-02-12","0+","Disney's Animal Kingdom Theme Park","2672"
"2015-02-12","0+","Disney's Animal Kingdom Theme Park Resort Area","1926"
"2015-02-12","0+","Disney's BoardWalk","634"
"2015-02-12","0+","Disney's Hollywood Studios","5191"
"2015-02-12","0+","Downtown Disney Resort Area","389"
"2015-02-12","0+","Epcot","10886"
"2015-02-12","0+","Epcot Resort Area","2114"
"2015-02-12","0+","Four Seasons Resort Orlando at Walt Disney World Resort","42"
"2015-02-12","0+","Magic Kingdom Park","8278"
"2015-02-12","0+","Magic Kingdom Resort Area","13350"
"2015-02-13","0+","Destination","1105"
"2015-02-13","0+","Disney Springs","6064"
"2015-02-13","0+","Disney's Animal Kingdom Theme Park","2884"
"2015-02-13","0+","Disney's Animal Kingdom Theme Park Resort Area","2080"
"2015-02-13","0+","Disney's BoardWalk","844"
"2015-02-13","0+","Disney's Hollywood Studios","5464"
"2015-02-13","0+","Downtown Disney Resort Area","414"
"2015-02-13","0+","Epcot","14235"
"2015-02-13","0+","Epcot Resort Area","2939"
"2015-02-13","0+","Magic Kingdom Park","8802"
"2015-02-13","0+","Magic Kingdom Resort Area","14131"
"2015-02-14","0+","Destination","2154"
"2015-02-14","0+","Disney Springs","9404"
"2015-02-14","0+","Disney's Animal Kingdom Theme Park","4900"
"2015-02-14","0+","Disney's Animal Kingdom Theme Park Resort Area","2696"
"2015-02-14","0+","Disney's BoardWalk","1013"
"2015-02-14","0+","Disney's Hollywood Studios","6245"
"2015-02-14","0+","Downtown Disney Resort Area","561"
"2015-02-14","0+","Epcot","17215"
"2015-02-14","0+","Epcot Resort Area","3542"
"2015-02-14","0+","Four Seasons Resort Orlando at Walt Disney World Resort","12"
"2015-02-14","0+","Magic Kingdom Park","8636"
"2015-02-14","0+","Magic Kingdom Resort Area","16347"
"2015-02-15","0+","Destination","1751"
"2015-02-15","0+","Disney Springs","7332"
"2015-02-15","0+","Disney's Animal Kingdom Theme Park","4955"
"2015-02-15","0+","Disney's Animal Kingdom Theme Park Resort Area","2911"
"2015-02-15","0+","Disney's BoardWalk","996"
"2015-02-15","0+","Disney's Hollywood Studios","6154"
"2015-02-15","0+","Downtown Disney Resort Area","516"
"2015-02-15","0+","Epcot","16039"
"2015-02-15","0+","Epcot Resort Area","3467"
"2015-02-15","0+","Four Seasons Resort Orlando at Walt Disney World Resort","4"
"2015-02-15","0+","Magic Kingdom Park","9683"
"2015-02-15","0+","Magic Kingdom Resort Area","15999"
"2015-02-16","0+","Destination","1228"
"2015-02-16","0+","Disney Springs","6736"
"2015-02-16","0+","Disney's Animal Kingdom Theme Park","4655"
"2015-02-16","0+","Disney's Animal Kingdom Theme Park Resort Area","2534"
"2015-02-16","0+","Disney's BoardWalk","855"
"2015-02-16","0+","Disney's Hollywood Studios","6592"
"2015-02-16","0+","Downtown Disney Resort Area","462"
"2015-02-16","0+","Epcot","14682"
"2015-02-16","0+","Epcot Resort Area","2992"
"2015-02-16","0+","Magic Kingdom Park","9586"
"2015-02-16","0+","Magic Kingdom Resort Area","15067"
"2015-02-17","0+","Destination","1107"
"2015-02-17","0+","Disney Springs","5722"
"2015-02-17","0+","Disney's Animal Kingdom Theme Park","4302"
"2015-02-17","0+","Disney's Animal Kingdom Theme Park Resort Area","2324"
"2015-02-17","0+","Disney's BoardWalk","869"
"2015-02-17","0+","Disney's Hollywood Studios","6360"
"2015-02-17","0+","Downtown Disney Resort Area","569"
"2015-02-17","0+","Epcot","13763"
"2015-02-17","0+","Epcot Resort Area","2845"
"2015-02-17","0+","Four Seasons Resort Orlando at Walt Disney World Resort","98"
"2015-02-17","0+","Magic Kingdom Park","9024"
"2015-02-17","0+","Magic Kingdom Resort Area","15354"
"2015-02-18","0+","Destination","970"
"2015-02-18","0+","Disney Springs","6289"
"2015-02-18","0+","Disney's Animal Kingdom Theme Park","4573"
"2015-02-18","0+","Disney's Animal Kingdom Theme Park Resort Area","2301"
"2015-02-18","0+","Disney's BoardWalk","876"
"2015-02-18","0+","Disney's Hollywood Studios","4479"
"2015-02-18","0+","Downtown Disney Resort Area","475"
"2015-02-18","0+","Epcot","14458"
"2015-02-18","0+","Epcot Resort Area","2919"
"2015-02-18","0+","Four Seasons Resort Orlando at Walt Disney World Resort","10"
"2015-02-18","0+","Magic Kingdom Park","9811"
"2015-02-18","0+","Magic Kingdom Resort Area","14449"
"2015-02-19","0+","Destination","1217"
"2015-02-19","0+","Disney Springs","6003"
"2015-02-19","0+","Disney's Animal Kingdom Theme Park","4098"
"2015-02-19","0+","Disney's Animal Kingdom Theme Park Resort Area","2421"
"2015-02-19","0+","Disney's BoardWalk","886"
"2015-02-19","0+","Disney's Hollywood Studios","6325"
"2015-02-19","0+","Downtown Disney Resort Area","448"
"2015-02-19","0+","Epcot","13942"
"2015-02-19","0+","Epcot Resort Area","3016"
"2015-02-19","0+","Four Seasons Resort Orlando at Walt Disney World Resort","50"
"2015-02-19","0+","Magic Kingdom Park","9446"
"2015-02-19","0+","Magic Kingdom Resort Area","14228"
"2015-02-20","0+","Destination","1266"
"2015-02-20","0+","Disney Springs","6497"
"2015-02-20","0+","Disney's Animal Kingdom Theme Park","3825"
"2015-02-20","0+","Disney's Animal Kingdom Theme Park Resort Area","2407"
"2015-02-20","0+","Disney's BoardWalk","984"
"2015-02-20","0+","Disney's Hollywood Studios","6308"
"2015-02-20","0+","Downtown Disney Resort Area","443"
"2015-02-20","0+","Epcot","15358"
"2015-02-20","0+","Epcot Resort Area","3105"
"2015-02-20","0+","Four Seasons Resort Orlando at Walt Disney World Resort","5"
"2015-02-20","0+","Magic Kingdom Park","9481"
"2015-02-20","0+","Magic Kingdom Resort Area","15275"
"2015-02-21","0+","Destination","1568"
"2015-02-21","0+","Disney Springs","6950"
"2015-02-21","0+","Disney's Animal Kingdom Theme Park","4119"
"2015-02-21","0+","Disney's Animal Kingdom Theme Park Resort Area","2648"
"2015-02-21","0+","Disney's BoardWalk","897"
"2015-02-21","0+","Disney's Hollywood Studios","6889"
"2015-02-21","0+","Downtown Disney Resort Area","493"
"2015-02-21","0+","Epcot","13898"
"2015-02-21","0+","Epcot Resort Area","3287"
"2015-02-21","0+","Four Seasons Resort Orlando at Walt Disney World Resort","89"
"2015-02-21","0+","Magic Kingdom Park","9288"
"2015-02-21","0+","Magic Kingdom Resort Area","16078"
"2015-02-22","0+","Destination","1271"
"2015-02-22","0+","Disney Springs","6346"
"2015-02-22","0+","Disney's Animal Kingdom Theme Park","3614"
"2015-02-22","0+","Disney's Animal Kingdom Theme Park Resort Area","2660"
"2015-02-22","0+","Disney's BoardWalk","940"
"2015-02-22","0+","Disney's Hollywood Studios","6016"
"2015-02-22","0+","Downtown Disney Resort Area","480"
"2015-02-22","0+","Epcot","12914"
"2015-02-22","0+","Epcot Resort Area","2714"
"2015-02-22","0+","Four Seasons Resort Orlando at Walt Disney World Resort","16"
"2015-02-22","0+","Magic Kingdom Park","8123"
"2015-02-22","0+","Magic Kingdom Resort Area","14328"
"2015-02-23","0+","Destination","783"
"2015-02-23","0+","Disney Springs","4229"
"2015-02-23","0+","Disney's Animal Kingdom Theme Park","3281"
"2015-02-23","0+","Disney's Animal Kingdom Theme Park Resort Area","2219"
"2015-02-23","0+","Disney's BoardWalk","687"
"2015-02-23","0+","Disney's Hollywood Studios","7130"
"2015-02-23","0+","Downtown Disney Resort Area","278"
"2015-02-23","0+","Epcot","11811"
"2015-02-23","0+","Epcot Resort Area","2203"
"2015-02-23","0+","Four Seasons Resort Orlando at Walt Disney World Resort","17"
"2015-02-23","0+","Magic Kingdom Park","8937"
"2015-02-23","0+","Magic Kingdom Resort Area","12434"
"2015-02-24","0+","Destination","658"
"2015-02-24","0+","Disney Springs","3739"
"2015-02-24","0+","Disney's Animal Kingdom Theme Park","3249"
"2015-02-24","0+","Disney's Animal Kingdom Theme Park Resort Area","1789"
"2015-02-24","0+","Disney's BoardWalk","606"
"2015-02-24","0+","Disney's Hollywood Studios","6251"
"2015-02-24","0+","Downtown Disney Resort Area","339"
"2015-02-24","0+","Epcot","11443"
"2015-02-24","0+","Epcot Resort Area","2035"
"2015-02-24","0+","Magic Kingdom Park","8614"
"2015-02-24","0+","Magic Kingdom Resort Area","13086"
"2015-02-25","0+","Destination","736"
"2015-02-25","0+","Disney Springs","4589"
"2015-02-25","0+","Disney's Animal Kingdom Theme Park","3558"
"2015-02-25","0+","Disney's Animal Kingdom Theme Park Resort Area","1906"
"2015-02-25","0+","Disney's BoardWalk","681"
"2015-02-25","0+","Disney's Hollywood Studios","6335"
"2015-02-25","0+","Downtown Disney Resort Area","377"
"2015-02-25","0+","Epcot","11253"
"2015-02-25","0+","Epcot Resort Area","2057"
"2015-02-25","0+","Four Seasons Resort Orlando at Walt Disney World Resort","18"
"2015-02-25","0+","Magic Kingdom Park","7804"
"2015-02-25","0+","Magic Kingdom Resort Area","12563"
"2015-02-26","0+","Destination","847"
"2015-02-26","0+","Disney Springs","5044"
"2015-02-26","0+","Disney's Animal Kingdom Theme Park","3151"
"2015-02-26","0+","Disney's Animal Kingdom Theme Park Resort Area","1962"
"2015-02-26","0+","Disney's BoardWalk","743"
"2015-02-26","0+","Disney's Hollywood Studios","6243"
"2015-02-26","0+","Downtown Disney Resort Area","405"
"2015-02-26","0+","Epcot","11647"
"2015-02-26","0+","Epcot Resort Area","2296"
"2015-02-26","0+","Four Seasons Resort Orlando at Walt Disney World Resort","60"
"2015-02-26","0+","Magic Kingdom Park","8908"
"2015-02-26","0+","Magic Kingdom Resort Area","13105"
"2015-02-27","0+","Destination","992"
"2015-02-27","0+","Disney Springs","4850"
"2015-02-27","0+","Disney's Animal Kingdom Theme Park","3376"
"2015-02-27","0+","Disney's Animal Kingdom Theme Park Resort Area","2100"
"2015-02-27","0+","Disney's BoardWalk","815"
"2015-02-27","0+","Disney's Hollywood Studios","6295"
"2015-02-27","0+","Downtown Disney Resort Area","401"
"2015-02-27","0+","Epcot","13468"
"2015-02-27","0+","Epcot Resort Area","2604"
"2015-02-27","0+","Four Seasons Resort Orlando at Walt Disney World Resort","20"
"2015-02-27","0+","Magic Kingdom Park","10368"
"2015-02-27","0+","Magic Kingdom Resort Area","14194"
"2015-02-28","0+","Destination","1371"
"2015-02-28","0+","Disney Springs","5597"
"2015-02-28","0+","Disney's Animal Kingdom Theme Park","3929"
"2015-02-28","0+","Disney's Animal Kingdom Theme Park Resort Area","2550"
"2015-02-28","0+","Disney's BoardWalk","795"
"2015-02-28","0+","Disney's Hollywood Studios","6379"
"2015-02-28","0+","Downtown Disney Resort Area","453"
"2015-02-28","0+","Epcot","12839"
"2015-02-28","0+","Epcot Resort Area","2722"
"2015-02-28","0+","Four Seasons Resort Orlando at Walt Disney World Resort","67"
"2015-02-28","0+","Magic Kingdom Park","9952"
"2015-02-28","0+","Magic Kingdom Resort Area","15492"
"2015-03-01","0+","Destination","990"
"2015-03-01","0+","Disney Springs","4820"
"2015-03-01","0+","Disney's Animal Kingdom Theme Park","3961"
"2015-03-01","0+","Disney's Animal Kingdom Theme Park Resort Area","2323"
"2015-03-01","0+","Disney's BoardWalk","741"
"2015-03-01","0+","Disney's Hollywood Studios","7078"
"2015-03-01","0+","Downtown Disney Resort Area","392"
"2015-03-01","0+","Epcot","11846"
"2015-03-01","0+","Epcot Resort Area","2398"
"2015-03-01","0+","Four Seasons Resort Orlando at Walt Disney World Resort","17"
"2015-03-01","0+","Magic Kingdom Park","9768"
"2015-03-01","0+","Magic Kingdom Resort Area","13972"
"2015-03-02","0+","Destination","710"
"2015-03-02","0+","Disney Springs","3767"
"2015-03-02","0+","Disney's Animal Kingdom Theme Park","4251"
"2015-03-02","0+","Disney's Animal Kingdom Theme Park Resort Area","1878"
"2015-03-02","0+","Disney's BoardWalk","619"
"2015-03-02","0+","Disney's Hollywood Studios","6337"
"2015-03-02","0+","Downtown Disney Resort Area","378"
"2015-03-02","0+","Epcot","11089"
"2015-03-02","0+","Epcot Resort Area","2217"
"2015-03-02","0+","Magic Kingdom Park","9633"
"2015-03-02","0+","Magic Kingdom Resort Area","12279"
"2015-03-03","0+","Destination","617"
"2015-03-03","0+","Disney Springs","4130"
"2015-03-03","0+","Disney's Animal Kingdom Theme Park","3818"
"2015-03-03","0+","Disney's Animal Kingdom Theme Park Resort Area","1708"
"2015-03-03","0+","Disney's BoardWalk","646"
"2015-03-03","0+","Disney's Hollywood Studios","6256"
"2015-03-03","0+","Downtown Disney Resort Area","410"
"2015-03-03","0+","Epcot","11165"
"2015-03-03","0+","Epcot Resort Area","2052"
"2015-03-03","0+","Four Seasons Resort Orlando at Walt Disney World Resort","7"
"2015-03-03","0+","Magic Kingdom Park","9764"
"2015-03-03","0+","Magic Kingdom Resort Area","12687"
"2015-03-04","0+","Destination","694"
"2015-03-04","0+","Disney Springs","4484"
"2015-03-04","0+","Disney's Animal Kingdom Theme Park","4107"
"2015-03-04","0+","Disney's Animal Kingdom Theme Park Resort Area","1943"
"2015-03-04","0+","Disney's BoardWalk","729"
"2015-03-04","0+","Disney's Hollywood Studios","6060"
"2015-03-04","0+","Downtown Disney Resort Area","371"
"2015-03-04","0+","Epcot","11467"
"2015-03-04","0+","Epcot Resort Area","2232"
"2015-03-04","0+","Four Seasons Resort Orlando at Walt Disney World Resort","5"
"2015-03-04","0+","Magic Kingdom Park","9324"
"2015-03-04","0+","Magic Kingdom Resort Area","11880"
"2015-03-05","0+","Destination","569"
"2015-03-05","0+","Disney Springs","4776"
"2015-03-05","0+","Disney's Animal Kingdom Theme Park","2905"
"2015-03-05","0+","Disney's Animal Kingdom Theme Park Resort Area","1859"
"2015-03-05","0+","Disney's BoardWalk","723"
"2015-03-05","0+","Disney's Hollywood Studios","5994"
"2015-03-05","0+","Downtown Disney Resort Area","372"
"2015-03-05","0+","Epcot","11274"
"2015-03-05","0+","Epcot Resort Area","2277"
"2015-03-05","0+","Four Seasons Resort Orlando at Walt Disney World Resort","51"
"2015-03-05","0+","Magic Kingdom Park","9906"
"2015-03-05","0+","Magic Kingdom Resort Area","12497"
"2015-03-06","0+","Destination","740"
"2015-03-06","0+","Disney Springs","4852"
"2015-03-06","0+","Disney's Animal Kingdom Theme Park","2692"
"2015-03-06","0+","Disney's Animal Kingdom Theme Park Resort Area","1706"
"2015-03-06","0+","Disney's BoardWalk","750"
"2015-03-06","0+","Disney's Hollywood Studios","5930"
"2015-03-06","0+","Downtown Disney Resort Area","344"
"2015-03-06","0+","Epcot","13252"
"2015-03-06","0+","Epcot Resort Area","2415"
"2015-03-06","0+","Four Seasons Resort Orlando at Walt Disney World Resort","7"
"2015-03-06","0+","Magic Kingdom Park","10449"
"2015-03-06","0+","Magic Kingdom Resort Area","12440"
"2015-03-07","0+","Destination","985"
"2015-03-07","0+","Disney Springs","5765"
"2015-03-07","0+","Disney's Animal Kingdom Theme Park","3398"
"2015-03-07","0+","Disney's Animal Kingdom Theme Park Resort Area","2265"
"2015-03-07","0+","Disney's BoardWalk","775"
"2015-03-07","0+","Disney's Hollywood Studios","6020"
"2015-03-07","0+","Downtown Disney Resort Area","412"
"2015-03-07","0+","Epcot","13021"
"2015-03-07","0+","Epcot Resort Area","2684"
"2015-03-07","0+","Four Seasons Resort Orlando at Walt Disney World Resort","49"
"2015-03-07","0+","Magic Kingdom Park","11599"
"2015-03-07","0+","Magic Kingdom Resort Area","13724"
"2015-03-08","0+","Destination","983"
"2015-03-08","0+","Disney Springs","5113"
"2015-03-08","0+","Disney's Animal Kingdom Theme Park","4020"
"2015-03-08","0+","Disney's Animal Kingdom Theme Park Resort Area","2344"
"2015-03-08","0+","Disney's BoardWalk","819"
"2015-03-08","0+","Disney's Hollywood Studios","7189"
"2015-03-08","0+","Downtown Disney Resort Area","346"
"2015-03-08","0+","Epcot","12791"
"2015-03-08","0+","Epcot Resort Area","2372"
"2015-03-08","0+","Four Seasons Resort Orlando at Walt Disney World Resort","30"
"2015-03-08","0+","Magic Kingdom Park","11265"
"2015-03-08","0+","Magic Kingdom Resort Area","12637"
"2015-03-09","0+","Destination","763"
"2015-03-09","0+","Disney Springs","4141"
"2015-03-09","0+","Disney's Animal Kingdom Theme Park","3829"
"2015-03-09","0+","Disney's Animal Kingdom Theme Park Resort Area","1775"
"2015-03-09","0+","Disney's BoardWalk","746"
"2015-03-09","0+","Disney's Hollywood Studios","8159"
"2015-03-09","0+","Downtown Disney Resort Area","290"
"2015-03-09","0+","Epcot","12363"
"2015-03-09","0+","Epcot Resort Area","2164"
"2015-03-09","0+","Four Seasons Resort Orlando at Walt Disney World Resort","29"
"2015-03-09","0+","Magic Kingdom Park","11523"
"2015-03-09","0+","Magic Kingdom Resort Area","11997"
"2015-03-10","0+","Destination","600"
"2015-03-10","0+","Disney Springs","4553"
"2015-03-10","0+","Disney's Animal Kingdom Theme Park","4075"
"2015-03-10","0+","Disney's Animal Kingdom Theme Park Resort Area","1889"
"2015-03-10","0+","Disney's BoardWalk","682"
"2015-03-10","0+","Disney's Hollywood Studios","7308"
"2015-03-10","0+","Downtown Disney Resort Area","300"
"2015-03-10","0+","Epcot","13405"
"2015-03-10","0+","Epcot Resort Area","2198"
"2015-03-10","0+","Four Seasons Resort Orlando at Walt Disney World Resort","16"
"2015-03-10","0+","Magic Kingdom Park","11392"
"2015-03-10","0+","Magic Kingdom Resort Area","12788"
"2015-03-11","0+","Destination","722"
"2015-03-11","0+","Disney Springs","5044"
"2015-03-11","0+","Disney's Animal Kingdom Theme Park","4323"
"2015-03-11","0+","Disney's Animal Kingdom Theme Park Resort Area","2126"
"2015-03-11","0+","Disney's BoardWalk","660"
"2015-03-11","0+","Disney's Hollywood Studios","7477"
"2015-03-11","0+","Downtown Disney Resort Area","408"
"2015-03-11","0+","Epcot","11956"
"2015-03-11","0+","Epcot Resort Area","2312"
"2015-03-11","0+","Four Seasons Resort Orlando at Walt Disney World Resort","10"
"2015-03-11","0+","Magic Kingdom Park","11369"
"2015-03-11","0+","Magic Kingdom Resort Area","12425"
"2015-03-12","0+","Destination","737"
"2015-03-12","0+","Disney Springs","4925"
"2015-03-12","0+","Disney's Animal Kingdom Theme Park","3475"
"2015-03-12","0+","Disney's Animal Kingdom Theme Park Resort Area","1870"
"2015-03-12","0+","Disney's BoardWalk","709"
"2015-03-12","0+","Disney's Hollywood Studios","7119"
"2015-03-12","0+","Downtown Disney Resort Area","374"
"2015-03-12","0+","Epcot","12065"
"2015-03-12","0+","Epcot Resort Area","2280"
"2015-03-12","0+","Four Seasons Resort Orlando at Walt Disney World Resort","47"
"2015-03-12","0+","Magic Kingdom Park","11796"
"2015-03-12","0+","Magic Kingdom Resort Area","13464"
"2015-03-13","0+","Destination","758"
"2015-03-13","0+","Disney Springs","5079"
"2015-03-13","0+","Disney's Animal Kingdom Theme Park","3069"
"2015-03-13","0+","Disney's Animal Kingdom Theme Park Resort Area","1761"
"2015-03-13","0+","Disney's BoardWalk","764"
"2015-03-13","0+","Disney's Hollywood Studios","6835"
"2015-03-13","0+","Downtown Disney Resort Area","285"
"2015-03-13","0+","Epcot","13992"
"2015-03-13","0+","Epcot Resort Area","2472"
"2015-03-13","0+","Four Seasons Resort Orlando at Walt Disney World Resort","5"
"2015-03-13","0+","Magic Kingdom Park","11541"
"2015-03-13","0+","Magic Kingdom Resort Area","12567"
"2015-03-14","0+","Destination","1271"
"2015-03-14","0+","Disney Springs","5804"
"2015-03-14","0+","Disney's Animal Kingdom Theme Park","3075"
"2015-03-14","0+","Disney's Animal Kingdom Theme Park Resort Area","2221"
"2015-03-14","0+","Disney's BoardWalk","814"
"2015-03-14","0+","Disney's Hollywood Studios","6993"
"2015-03-14","0+","Downtown Disney Resort Area","418"
"2015-03-14","0+","Epcot","12703"
"2015-03-14","0+","Epcot Resort Area","2651"
"2015-03-14","0+","Four Seasons Resort Orlando at Walt Disney World Resort","48"
"2015-03-14","0+","Magic Kingdom Park","11794"
"2015-03-14","0+","Magic Kingdom Resort Area","14675"
"2015-03-15","0+","Destination","1160"
"2015-03-15","0+","Disney Springs","5928"
"2015-03-15","0+","Disney's Animal Kingdom Theme Park","4077"
"2015-03-15","0+","Disney's Animal Kingdom Theme Park Resort Area","2507"
"2015-03-15","0+","Disney's BoardWalk","793"
"2015-03-15","0+","Disney's Hollywood Studios","7390"
"2015-03-15","0+","Downtown Disney Resort Area","349"
"2015-03-15","0+","Epcot","12645"
"2015-03-15","0+","Epcot Resort Area","2353"
"2015-03-15","0+","Four Seasons Resort Orlando at Walt Disney World Resort","10"
"2015-03-15","0+","Magic Kingdom Park","11495"
"2015-03-15","0+","Magic Kingdom Resort Area","13001"
"2015-03-16","0+","Destination","902"
"2015-03-16","0+","Disney Springs","5349"
"2015-03-16","0+","Disney's Animal Kingdom Theme Park","4124"
"2015-03-16","0+","Disney's Animal Kingdom Theme Park Resort Area","2277"
"2015-03-16","0+","Disney's BoardWalk","805"
"2015-03-16","0+","Disney's Hollywood Studios","8229"
"2015-03-16","0+","Downtown Disney Resort Area","385"
"2015-03-16","0+","Epcot","13598"
"2015-03-16","0+","Epcot Resort Area","2546"
"2015-03-16","0+","Four Seasons Resort Orlando at Walt Disney World Resort","7"
"2015-03-16","0+","Magic Kingdom Park","11858"
"2015-03-16","0+","Magic Kingdom Resort Area","12706"
"2015-03-17","0+","Destination","834"
"2015-03-17","0+","Disney Springs","4748"
"2015-03-17","0+","Disney's Animal Kingdom Theme Park","4101"
"2015-03-17","0+","Disney's Animal Kingdom Theme Park Resort Area","2129"
"2015-03-17","0+","Disney's BoardWalk","787"
"2015-03-17","0+","Disney's Hollywood Studios","7683"
"2015-03-17","0+","Downtown Disney Resort Area","407"
"2015-03-17","0+","Epcot","14819"
"2015-03-17","0+","Epcot Resort Area","2439"
"2015-03-17","0+","Four Seasons Resort Orlando at Walt Disney World Resort","68"
"2015-03-17","0+","Magic Kingdom Park","11968"
"2015-03-17","0+","Magic Kingdom Resort Area","13344"
"2015-03-18","0+","Destination","763"
"2015-03-18","0+","Disney Springs","5212"
"2015-03-18","0+","Disney's Animal Kingdom Theme Park","4882"
"2015-03-18","0+","Disney's Animal Kingdom Theme Park Resort Area","2202"
"2015-03-18","0+","Disney's BoardWalk","734"
"2015-03-18","0+","Disney's Hollywood Studios","7962"
"2015-03-18","0+","Downtown Disney Resort Area","421"
"2015-03-18","0+","Epcot","13565"
"2015-03-18","0+","Epcot Resort Area","2458"
"2015-03-18","0+","Four Seasons Resort Orlando at Walt Disney World Resort","17"
"2015-03-18","0+","Magic Kingdom Park","11980"
"2015-03-18","0+","Magic Kingdom Resort Area","13493"
"2015-03-19","0+","Destination","1061"
"2015-03-19","0+","Disney Springs","4972"
"2015-03-19","0+","Disney's Animal Kingdom Theme Park","4277"
"2015-03-19","0+","Disney's Animal Kingdom Theme Park Resort Area","2199"
"2015-03-19","0+","Disney's BoardWalk","857"
"2015-03-19","0+","Disney's Hollywood Studios","7573"
"2015-03-19","0+","Downtown Disney Resort Area","413"
"2015-03-19","0+","Epcot","13090"
"2015-03-19","0+","Epcot Resort Area","2619"
"2015-03-19","0+","Four Seasons Resort Orlando at Walt Disney World Resort","61"
"2015-03-19","0+","Magic Kingdom Park","12288"
"2015-03-19","0+","Magic Kingdom Resort Area","14425"
"2015-03-19","0+","WDW Resort Area","75"
"2015-03-20","0+","Destination","1135"
"2015-03-20","0+","Disney Springs","5153"
"2015-03-20","0+","Disney's Animal Kingdom Theme Park","3620"
"2015-03-20","0+","Disney's Animal Kingdom Theme Park Resort Area","2197"
"2015-03-20","0+","Disney's BoardWalk","819"
"2015-03-20","0+","Disney's Hollywood Studios","7088"
"2015-03-20","0+","Downtown Disney Resort Area","441"
"2015-03-20","0+","Epcot","14872"
"2015-03-20","0+","Epcot Resort Area","2745"
"2015-03-20","0+","Four Seasons Resort Orlando at Walt Disney World Resort","2"
"2015-03-20","0+","Magic Kingdom Park","12708"
"2015-03-20","0+","Magic Kingdom Resort Area","13745"
"2015-03-21","0+","Destination","1250"
"2015-03-21","0+","Disney Springs","5170"
"2015-03-21","0+","Disney's Animal Kingdom Theme Park","3620"
"2015-03-21","0+","Disney's Animal Kingdom Theme Park Resort Area","2385"
"2015-03-21","0+","Disney's BoardWalk","871"
"2015-03-21","0+","Disney's Hollywood Studios","6972"
"2015-03-21","0+","Downtown Disney Resort Area","433"
"2015-03-21","0+","Epcot","13200"
"2015-03-21","0+","Epcot Resort Area","2659"
"2015-03-21","0+","Four Seasons Resort Orlando at Walt Disney World Resort","51"
"2015-03-21","0+","Magic Kingdom Park","12619"
"2015-03-21","0+","Magic Kingdom Resort Area","14540"
"2015-03-21","0+","WDW Resort Area","11"
"2015-03-22","0+","Destination","1009"
"2015-03-22","0+","Disney Springs","5393"
"2015-03-22","0+","Disney's Animal Kingdom Theme Park","3979"
"2015-03-22","0+","Disney's Animal Kingdom Theme Park Resort Area","2289"
"2015-03-22","0+","Disney's BoardWalk","910"
"2015-03-22","0+","Disney's Hollywood Studios","7157"
"2015-03-22","0+","Downtown Disney Resort Area","427"
"2015-03-22","0+","Epcot","12281"
"2015-03-22","0+","Epcot Resort Area","2788"
"2015-03-22","0+","Four Seasons Resort Orlando at Walt Disney World Resort","39"
"2015-03-22","0+","Magic Kingdom Park","12179"
"2015-03-22","0+","Magic Kingdom Resort Area","13324"
"2015-03-23","0+","Destination","927"
"2015-03-23","0+","Disney Springs","4670"
"2015-03-23","0+","Disney's Animal Kingdom Theme Park","3598"
"2015-03-23","0+","Disney's Animal Kingdom Theme Park Resort Area","2075"
"2015-03-23","0+","Disney's BoardWalk","736"
"2015-03-23","0+","Disney's Hollywood Studios","7939"
"2015-03-23","0+","Downtown Disney Resort Area","401"
"2015-03-23","0+","Epcot","12036"
"2015-03-23","0+","Epcot Resort Area","2428"
"2015-03-23","0+","Four Seasons Resort Orlando at Walt Disney World Resort","9"
"2015-03-23","0+","Magic Kingdom Park","12170"
"2015-03-23","0+","Magic Kingdom Resort Area","12724"
"2015-03-24","0+","Destination","648"
"2015-03-24","0+","Disney Springs","4261"
"2015-03-24","0+","Disney's Animal Kingdom Theme Park","4113"
"2015-03-24","0+","Disney's Animal Kingdom Theme Park Resort Area","1973"
"2015-03-24","0+","Disney's BoardWalk","754"
"2015-03-24","0+","Disney's Hollywood Studios","7388"
"2015-03-24","0+","Downtown Disney Resort Area","361"
"2015-03-24","0+","Epcot","13237"
"2015-03-24","0+","Epcot Resort Area","2327"
"2015-03-24","0+","Four Seasons Resort Orlando at Walt Disney World Resort","64"
"2015-03-24","0+","Magic Kingdom Park","12616"
"2015-03-24","0+","Magic Kingdom Resort Area","13209"
"2015-03-25","0+","Destination","909"
"2015-03-25","0+","Disney Springs","5022"
"2015-03-25","0+","Disney's Animal Kingdom Theme Park","4646"
"2015-03-25","0+","Disney's Animal Kingdom Theme Park Resort Area","2120"
"2015-03-25","0+","Disney's BoardWalk","683"
"2015-03-25","0+","Disney's Hollywood Studios","6985"
"2015-03-25","0+","Downtown Disney Resort Area","338"
"2015-03-25","0+","Epcot","11941"
"2015-03-25","0+","Epcot Resort Area","2430"
